zone_id,location,timestamp,latitude,longitude,temperature_c,rainfall_mm,humidity_pct,wind_speed_kmh,visibility_km,weather_category,weather_severity,traffic_impact,hour,is_daytime
zone_001,Esplanade Junction,2026-03-26 00:29:00+00:00,22.5726,88.3639,30.4,1.4,67.1,5.2,8.3,clear,0.1688,moderate,0,0
zone_001,Esplanade Junction,2026-03-26 00:30:00+00:00,22.5726,88.3639,29.5,0.0,66.1,5.1,9.3,clear,0.0774,none,0,0
zone_001,Esplanade Junction,2026-03-26 00:31:00+00:00,22.5726,88.3639,29.8,0.0,62.3,6.1,10.0,clear,0.0674,none,0,0
zone_001,Esplanade Junction,2026-03-26 00:32:00+00:00,22.5726,88.3639,30.1,0.0,65.6,5.3,9.8,clear,0.0646,none,0,0
zone_001,Esplanade Junction,2026-03-26 00:33:00+00:00,22.5726,88.3639,30.4,0.0,65.6,7.3,9.3,clear,0.1017,none,0,0
zone_001,Esplanade Junction,2026-03-26 00:34:00+00:00,22.5726,88.3639,30.1,0.0,63.7,5.1,10.0,clear,0.0564,none,0,0
zone_001,Esplanade Junction,2026-03-26 00:35:00+00:00,22.5726,88.3639,29.6,0.4,67.5,6.1,9.7,clear,0.0936,moderate,0,0
zone_001,Esplanade Junction,2026-03-26 00:36:00+00:00,22.5726,88.3639,30.4,0.0,61.1,5.4,10.0,clear,0.0597,none,0,0
zone_001,Esplanade Junction,2026-03-26 00:37:00+00:00,22.5726,88.3639,30.6,0.0,64.6,5.1,10.0,clear,0.0564,none,0,0
zone_001,Esplanade Junction,2026-03-26 00:38:00+00:00,22.5726,88.3639,29.3,0.0,61.5,8.6,10.0,clear,0.095,none,0,0
zone_001,Esplanade Junction,2026-03-26 00:39:00+00:00,22.5726,88.3639,29.9,0.0,63.0,5.9,10.0,clear,0.0652,none,0,0
zone_001,Esplanade Junction,2026-03-26 00:40:00+00:00,22.5726,88.3639,29.3,0.0,62.9,5.3,9.9,clear,0.0616,none,0,0
zone_001,Esplanade Junction,2026-03-26 00:41:00+00:00,22.5726,88.3639,29.9,0.0,62.6,5.0,10.0,clear,0.0552,none,0,0
zone_001,Esplanade Junction,2026-03-26 00:42:00+00:00,22.5726,88.3639,29.9,0.0,64.5,8.3,9.5,clear,0.1067,none,0,0
zone_001,Esplanade Junction,2026-03-26 00:43:00+00:00,22.5726,88.3639,30.4,0.0,62.1,5.2,10.0,clear,0.0575,none,0,0
zone_001,Esplanade Junction,2026-03-26 00:44:00+00:00,22.5726,88.3639,30.4,0.0,63.2,5.8,10.0,clear,0.0641,none,0,0
zone_001,Esplanade Junction,2026-03-26 00:45:00+00:00,22.5726,88.3639,29.6,0.0,63.1,7.1,9.3,clear,0.0995,none,0,0
zone_001,Esplanade Junction,2026-03-26 00:46:00+00:00,22.5726,88.3639,30.4,0.0,65.1,5.4,10.0,clear,0.0597,none,0,0
zone_001,Esplanade Junction,2026-03-26 00:47:00+00:00,22.5726,88.3639,29.7,0.0,64.0,6.6,10.0,clear,0.0729,none,0,0
zone_001,Esplanade Junction,2026-03-26 00:48:00+00:00,22.5726,88.3639,30.7,0.0,65.0,7.2,9.2,clear,0.1036,none,0,0
zone_001,Esplanade Junction,2026-03-26 00:49:00+00:00,22.5726,88.3639,29.2,0.0,62.0,5.6,9.9,clear,0.0649,none,0,0
zone_001,Esplanade Junction,2026-03-26 00:50:00+00:00,22.5726,88.3639,29.1,0.0,63.7,5.0,9.4,clear,0.0732,none,0,0
zone_001,Esplanade Junction,2026-03-26 00:51:00+00:00,22.5726,88.3639,29.8,0.0,61.6,6.0,10.0,clear,0.0663,none,0,0
zone_001,Esplanade Junction,2026-03-26 00:52:00+00:00,22.5726,88.3639,31.2,0.0,66.7,6.3,9.7,clear,0.0786,none,0,0
zone_001,Esplanade Junction,2026-03-26 00:53:00+00:00,22.5726,88.3639,30.2,0.0,61.7,5.6,10.0,clear,0.0619,none,0,0
zone_001,Esplanade Junction,2026-03-26 00:54:00+00:00,22.5726,88.3639,29.6,0.0,66.3,5.2,9.8,clear,0.0635,none,0,0
zone_001,Esplanade Junction,2026-03-26 00:55:00+00:00,22.5726,88.3639,29.2,0.0,60.5,8.1,10.0,clear,0.0895,none,0,0
zone_001,Esplanade Junction,2026-03-26 00:56:00+00:00,22.5726,88.3639,30.2,0.0,66.3,5.5,9.3,clear,0.0818,none,0,0
zone_001,Esplanade Junction,2026-03-26 00:57:00+00:00,22.5726,88.3639,29.4,0.0,63.9,5.6,10.0,clear,0.0619,none,0,0
zone_001,Esplanade Junction,2026-03-26 00:58:00+00:00,22.5726,88.3639,30.0,0.0,61.1,5.2,8.9,clear,0.0905,none,0,0
zone_001,Esplanade Junction,2026-03-26 00:59:00+00:00,22.5726,88.3639,29.3,0.0,62.1,5.5,10.0,clear,0.0608,none,0,0
zone_001,Esplanade Junction,2026-03-26 01:00:00+00:00,22.5726,88.3639,30.0,0.0,67.7,6.1,9.5,clear,0.0824,none,1,0
zone_001,Esplanade Junction,2026-03-26 01:01:00+00:00,22.5726,88.3639,30.0,0.0,63.2,5.5,10.0,clear,0.0608,none,1,0
zone_001,Esplanade Junction,2026-03-26 01:02:00+00:00,22.5726,88.3639,29.7,0.0,67.2,7.8,9.9,clear,0.0892,none,1,0
zone_001,Esplanade Junction,2026-03-26 01:03:00+00:00,22.5726,88.3639,29.9,0.0,63.6,5.1,9.5,clear,0.0714,none,1,0
zone_001,Esplanade Junction,2026-03-26 01:04:00+00:00,22.5726,88.3639,30.4,3.4,68.9,5.3,8.0,moderate,0.2651,moderate,1,0
zone_001,Esplanade Junction,2026-03-26 01:05:00+00:00,22.5726,88.3639,29.7,0.0,63.7,6.6,10.0,clear,0.0729,none,1,0
zone_001,Esplanade Junction,2026-03-26 01:06:00+00:00,22.5726,88.3639,29.6,0.0,61.9,6.6,9.9,clear,0.0759,none,1,0
zone_001,Esplanade Junction,2026-03-26 01:07:00+00:00,22.5726,88.3639,30.1,0.0,61.7,7.7,10.0,clear,0.0851,none,1,0
zone_001,Esplanade Junction,2026-03-26 01:08:00+00:00,22.5726,88.3639,29.9,0.0,65.2,6.4,10.0,clear,0.0707,none,1,0
zone_001,Esplanade Junction,2026-03-26 01:09:00+00:00,22.5726,88.3639,30.0,0.0,62.5,5.0,10.0,clear,0.0552,none,1,0
zone_001,Esplanade Junction,2026-03-26 01:10:00+00:00,22.5726,88.3639,30.2,0.0,62.7,5.9,9.5,clear,0.0802,none,1,0
zone_001,Esplanade Junction,2026-03-26 01:11:00+00:00,22.5726,88.3639,31.0,0.0,65.4,6.4,9.1,clear,0.0977,none,1,0
zone_001,Esplanade Junction,2026-03-26 01:12:00+00:00,22.5726,88.3639,30.3,0.0,64.3,5.7,9.8,clear,0.069,none,1,0
zone_001,Esplanade Junction,2026-03-26 01:13:00+00:00,22.5726,88.3639,29.7,0.0,62.4,5.1,10.0,clear,0.0564,none,1,0
zone_001,Esplanade Junction,2026-03-26 01:14:00+00:00,22.5726,88.3639,30.2,0.0,61.9,5.1,10.0,clear,0.0564,none,1,0
zone_001,Esplanade Junction,2026-03-26 01:15:00+00:00,22.5726,88.3639,29.7,0.0,64.1,5.1,10.0,clear,0.0564,none,1,0
zone_001,Esplanade Junction,2026-03-26 01:16:00+00:00,22.5726,88.3639,29.3,0.0,60.2,7.9,9.6,clear,0.0993,none,1,0
zone_001,Esplanade Junction,2026-03-26 01:17:00+00:00,22.5726,88.3639,29.9,0.0,58.9,7.4,10.0,clear,0.0818,none,1,0
zone_001,Esplanade Junction,2026-03-26 01:18:00+00:00,22.5726,88.3639,30.0,1.3,63.6,5.1,9.8,clear,0.1184,moderate,1,0
zone_001,Esplanade Junction,2026-03-26 01:19:00+00:00,22.5726,88.3639,30.4,0.0,62.8,5.3,10.0,clear,0.0586,none,1,0
zone_001,Esplanade Junction,2026-03-26 01:20:00+00:00,22.5726,88.3639,29.8,0.0,63.9,5.0,9.8,clear,0.0612,none,1,0
zone_001,Esplanade Junction,2026-03-26 01:21:00+00:00,22.5726,88.3639,30.5,0.0,63.2,8.5,9.5,clear,0.1089,none,1,0
zone_001,Esplanade Junction,2026-03-26 01:22:00+00:00,22.5726,88.3639,31.1,0.0,63.8,5.6,10.0,clear,0.0619,none,1,0
zone_001,Esplanade Junction,2026-03-26 01:23:00+00:00,22.5726,88.3639,30.9,0.0,67.4,5.3,9.2,clear,0.0826,none,1,0
zone_001,Esplanade Junction,2026-03-26 01:24:00+00:00,22.5726,88.3639,29.9,0.0,60.3,5.9,9.0,clear,0.0952,none,1,0
zone_001,Esplanade Junction,2026-03-26 01:25:00+00:00,22.5726,88.3639,30.2,0.0,61.2,7.4,10.0,clear,0.0818,none,1,0
zone_001,Esplanade Junction,2026-03-26 01:26:00+00:00,22.5726,88.3639,30.4,0.0,66.0,7.7,9.7,clear,0.0941,none,1,0
zone_001,Esplanade Junction,2026-03-26 01:27:00+00:00,22.5726,88.3639,29.9,0.0,59.6,8.5,10.0,clear,0.0939,none,1,0
zone_001,Esplanade Junction,2026-03-26 01:28:00+00:00,22.5726,88.3639,30.1,0.0,63.6,5.5,9.8,clear,0.0668,none,1,0
zone_001,Esplanade Junction,2026-03-26 01:29:00+00:00,22.5726,88.3639,30.0,0.0,63.0,6.5,9.9,clear,0.0748,none,1,0
zone_001,Esplanade Junction,2026-03-26 01:30:00+00:00,22.5726,88.3639,29.8,0.0,59.8,8.1,9.3,clear,0.1105,none,1,0
zone_001,Esplanade Junction,2026-03-26 01:31:00+00:00,22.5726,88.3639,30.3,0.0,59.9,5.1,10.0,clear,0.0564,none,1,0
zone_001,Esplanade Junction,2026-03-26 01:32:00+00:00,22.5726,88.3639,30.1,0.0,67.1,5.7,9.7,clear,0.072,none,1,0
zone_001,Esplanade Junction,2026-03-26 01:33:00+00:00,22.5726,88.3639,30.6,0.0,62.5,5.1,10.0,clear,0.0564,none,1,0
zone_001,Esplanade Junction,2026-03-26 01:34:00+00:00,22.5726,88.3639,30.7,0.0,64.8,5.1,8.9,clear,0.0894,none,1,0
zone_001,Esplanade Junction,2026-03-26 01:35:00+00:00,22.5726,88.3639,30.7,0.0,62.5,5.7,10.0,clear,0.063,none,1,0
zone_001,Esplanade Junction,2026-03-26 01:36:00+00:00,22.5726,88.3639,29.8,0.0,65.7,7.0,9.7,clear,0.0863,none,1,0
zone_001,Esplanade Junction,2026-03-26 01:37:00+00:00,22.5726,88.3639,30.4,0.0,63.8,5.7,9.8,clear,0.069,none,1,0
zone_001,Esplanade Junction,2026-03-26 01:38:00+00:00,22.5726,88.3639,30.6,0.0,60.1,5.1,9.4,clear,0.0744,none,1,0
zone_001,Esplanade Junction,2026-03-26 01:39:00+00:00,22.5726,88.3639,30.2,0.0,62.9,6.1,10.0,clear,0.0674,none,1,0
zone_001,Esplanade Junction,2026-03-26 01:40:00+00:00,22.5726,88.3639,29.8,0.0,62.0,5.2,9.5,clear,0.0725,none,1,0
zone_001,Esplanade Junction,2026-03-26 01:41:00+00:00,22.5726,88.3639,29.7,0.0,62.8,5.2,9.3,clear,0.0785,none,1,0
zone_001,Esplanade Junction,2026-03-26 01:42:00+00:00,22.5726,88.3639,30.0,0.0,58.4,5.0,10.0,clear,0.0552,none,1,0
zone_001,Esplanade Junction,2026-03-26 01:43:00+00:00,22.5726,88.3639,30.6,0.0,62.8,6.6,9.7,clear,0.0819,none,1,0
zone_001,Esplanade Junction,2026-03-26 01:44:00+00:00,22.5726,88.3639,29.6,0.0,64.2,5.5,10.0,clear,0.0608,none,1,0
zone_001,Esplanade Junction,2026-03-26 01:45:00+00:00,22.5726,88.3639,29.8,0.0,66.3,5.0,9.6,clear,0.0672,none,1,0
zone_001,Esplanade Junction,2026-03-26 01:46:00+00:00,22.5726,88.3639,30.4,0.0,61.0,5.7,9.5,clear,0.078,none,1,0
zone_001,Esplanade Junction,2026-03-26 01:47:00+00:00,22.5726,88.3639,30.0,0.0,59.8,5.3,10.0,clear,0.0586,none,1,0
zone_001,Esplanade Junction,2026-03-26 01:48:00+00:00,22.5726,88.3639,29.9,0.0,62.9,5.2,9.5,clear,0.0725,none,1,0
zone_001,Esplanade Junction,2026-03-26 01:49:00+00:00,22.5726,88.3639,29.8,0.0,66.4,6.6,10.0,clear,0.0729,none,1,0
zone_001,Esplanade Junction,2026-03-26 01:50:00+00:00,22.5726,88.3639,29.6,0.0,63.0,5.9,9.6,clear,0.0772,none,1,0
zone_001,Esplanade Junction,2026-03-26 01:51:00+00:00,22.5726,88.3639,30.8,0.0,61.2,6.0,9.2,clear,0.0903,none,1,0
zone_001,Esplanade Junction,2026-03-26 01:52:00+00:00,22.5726,88.3639,29.0,0.0,64.9,5.9,9.6,clear,0.0772,none,1,0
zone_001,Esplanade Junction,2026-03-26 01:53:00+00:00,22.5726,88.3639,29.9,0.0,61.7,5.2,9.7,clear,0.0665,none,1,0
zone_001,Esplanade Junction,2026-03-26 01:54:00+00:00,22.5726,88.3639,29.6,0.0,61.9,5.1,8.7,clear,0.0954,none,1,0
zone_001,Esplanade Junction,2026-03-26 01:55:00+00:00,22.5726,88.3639,30.3,0.0,62.5,8.5,9.4,clear,0.1119,none,1,0
zone_001,Esplanade Junction,2026-03-26 01:56:00+00:00,22.5726,88.3639,30.1,0.0,63.5,5.2,10.0,clear,0.0575,none,1,0
zone_001,Esplanade Junction,2026-03-26 01:57:00+00:00,22.5726,88.3639,30.1,0.0,59.7,6.5,10.0,clear,0.0718,none,1,0
zone_001,Esplanade Junction,2026-03-26 01:58:00+00:00,22.5726,88.3639,29.7,0.0,61.0,5.7,9.7,clear,0.072,none,1,0
zone_001,Esplanade Junction,2026-03-26 01:59:00+00:00,22.5726,88.3639,29.8,0.0,64.3,5.2,9.0,clear,0.0875,none,1,0
zone_001,Esplanade Junction,2026-03-26 02:00:00+00:00,22.5726,88.3639,31.4,0.0,59.8,5.4,9.7,clear,0.0687,none,2,0
zone_001,Esplanade Junction,2026-03-26 02:01:00+00:00,22.5726,88.3639,30.4,0.0,64.1,5.6,10.0,clear,0.0619,none,2,0
zone_001,Esplanade Junction,2026-03-26 02:02:00+00:00,22.5726,88.3639,29.1,0.0,60.9,6.8,10.0,clear,0.0751,none,2,0
zone_001,Esplanade Junction,2026-03-26 02:03:00+00:00,22.5726,88.3639,30.0,0.0,63.2,5.9,9.8,clear,0.0712,none,2,0
zone_001,Esplanade Junction,2026-03-26 02:04:00+00:00,22.5726,88.3639,29.9,0.0,63.2,5.2,9.7,clear,0.0665,none,2,0
zone_001,Esplanade Junction,2026-03-26 02:05:00+00:00,22.5726,88.3639,29.8,0.0,63.6,5.4,10.0,clear,0.0597,none,2,0
zone_001,Esplanade Junction,2026-03-26 02:06:00+00:00,22.5726,88.3639,29.9,0.0,64.9,5.6,9.4,clear,0.0799,none,2,0
zone_001,Esplanade Junction,2026-03-26 02:07:00+00:00,22.5726,88.3639,28.9,0.0,63.0,5.3,10.0,clear,0.0586,none,2,0
zone_001,Esplanade Junction,2026-03-26 02:08:00+00:00,22.5726,88.3639,29.9,0.0,64.6,7.4,9.3,clear,0.1028,none,2,0
zone_001,Esplanade Junction,2026-03-26 02:09:00+00:00,22.5726,88.3639,30.1,0.0,60.0,5.1,10.0,clear,0.0564,none,2,0
zone_001,Esplanade Junction,2026-03-26 02:10:00+00:00,22.5726,88.3639,30.3,0.0,65.5,7.2,9.5,clear,0.0946,none,2,0
zone_001,Esplanade Junction,2026-03-26 02:11:00+00:00,22.5726,88.3639,30.2,0.0,64.7,5.0,9.3,clear,0.0762,none,2,0
zone_001,Esplanade Junction,2026-03-26 02:12:00+00:00,22.5726,88.3639,30.8,0.0,63.8,5.4,10.0,clear,0.0597,none,2,0
zone_001,Esplanade Junction,2026-03-26 02:13:00+00:00,22.5726,88.3639,29.8,0.0,64.5,6.3,9.3,clear,0.0906,none,2,0
zone_001,Esplanade Junction,2026-03-26 02:14:00+00:00,22.5726,88.3639,30.7,0.0,65.0,5.3,9.2,clear,0.0826,none,2,0
zone_001,Esplanade Junction,2026-03-26 02:15:00+00:00,22.5726,88.3639,29.7,0.0,59.4,5.6,10.0,clear,0.0619,none,2,0
zone_001,Esplanade Junction,2026-03-26 02:16:00+00:00,22.5726,88.3639,30.1,0.0,68.3,5.0,10.0,clear,0.0552,none,2,0
zone_001,Esplanade Junction,2026-03-26 02:17:00+00:00,22.5726,88.3639,30.3,0.0,61.4,5.9,10.0,clear,0.0652,none,2,0
zone_001,Esplanade Junction,2026-03-26 02:18:00+00:00,22.5726,88.3639,29.3,0.0,66.8,7.7,9.6,clear,0.0971,none,2,0
zone_001,Esplanade Junction,2026-03-26 02:19:00+00:00,22.5726,88.3639,30.4,0.0,63.1,5.9,10.0,clear,0.0652,none,2,0
zone_001,Esplanade Junction,2026-03-26 02:20:00+00:00,22.5726,88.3639,29.7,0.0,62.7,6.6,10.0,clear,0.0729,none,2,0
zone_001,Esplanade Junction,2026-03-26 02:21:00+00:00,22.5726,88.3639,28.8,0.0,60.4,6.3,9.3,clear,0.0906,none,2,0
zone_001,Esplanade Junction,2026-03-26 02:22:00+00:00,22.5726,88.3639,29.2,0.0,62.5,5.2,9.9,clear,0.0605,none,2,0
zone_001,Esplanade Junction,2026-03-26 02:23:00+00:00,22.5726,88.3639,29.3,0.0,62.5,5.9,10.0,clear,0.0652,none,2,0
zone_001,Esplanade Junction,2026-03-26 02:24:00+00:00,22.5726,88.3639,29.5,0.0,64.0,5.2,9.4,clear,0.0755,none,2,0
zone_001,Esplanade Junction,2026-03-26 02:25:00+00:00,22.5726,88.3639,29.9,0.0,68.1,5.1,9.6,clear,0.0684,none,2,0
zone_001,Esplanade Junction,2026-03-26 02:26:00+00:00,22.5726,88.3639,29.6,0.0,64.3,5.2,10.0,clear,0.0575,none,2,0
zone_001,Esplanade Junction,2026-03-26 02:27:00+00:00,22.5726,88.3639,29.4,0.0,62.5,5.7,10.0,clear,0.063,none,2,0
zone_001,Esplanade Junction,2026-03-26 02:28:00+00:00,22.5726,88.3639,29.0,0.0,60.5,5.2,10.0,clear,0.0575,none,2,0
zone_001,Esplanade Junction,2026-03-26 02:29:00+00:00,22.5726,88.3639,29.9,0.0,60.2,6.0,9.6,clear,0.0783,none,2,0
zone_001,Esplanade Junction,2026-03-26 02:30:00+00:00,22.5726,88.3639,29.8,0.0,62.9,6.3,9.8,clear,0.0756,none,2,0
zone_001,Esplanade Junction,2026-03-26 02:31:00+00:00,22.5726,88.3639,30.0,0.0,64.4,5.0,9.2,clear,0.0792,none,2,0
zone_001,Esplanade Junction,2026-03-26 02:32:00+00:00,22.5726,88.3639,30.0,0.0,62.7,6.1,9.7,clear,0.0764,none,2,0
zone_001,Esplanade Junction,2026-03-26 02:33:00+00:00,22.5726,88.3639,29.9,0.0,64.4,6.8,10.0,clear,0.0751,none,2,0
zone_001,Esplanade Junction,2026-03-26 02:34:00+00:00,22.5726,88.3639,30.8,0.0,61.0,5.3,9.1,clear,0.0856,none,2,0
zone_001,Esplanade Junction,2026-03-26 02:35:00+00:00,22.5726,88.3639,30.9,0.0,62.0,5.3,10.0,clear,0.0586,none,2,0
zone_001,Esplanade Junction,2026-03-26 02:36:00+00:00,22.5726,88.3639,30.7,0.0,59.5,6.0,10.0,clear,0.0663,none,2,0
zone_001,Esplanade Junction,2026-03-26 02:37:00+00:00,22.5726,88.3639,28.9,0.0,63.4,6.4,9.8,clear,0.0767,none,2,0
zone_001,Esplanade Junction,2026-03-26 02:38:00+00:00,22.5726,88.3639,30.5,0.0,62.9,5.6,10.0,clear,0.0619,none,2,0
zone_001,Esplanade Junction,2026-03-26 02:39:00+00:00,22.5726,88.3639,30.3,0.0,63.3,9.2,9.7,clear,0.1107,none,2,0
zone_001,Esplanade Junction,2026-03-26 02:40:00+00:00,22.5726,88.3639,29.4,0.0,63.2,5.0,9.0,clear,0.0852,none,2,0
zone_001,Esplanade Junction,2026-03-26 02:41:00+00:00,22.5726,88.3639,30.3,0.0,65.1,5.2,10.0,clear,0.0575,none,2,0
zone_001,Esplanade Junction,2026-03-26 02:42:00+00:00,22.5726,88.3639,30.8,0.0,66.1,5.2,9.6,clear,0.0695,none,2,0
zone_001,Esplanade Junction,2026-03-26 02:43:00+00:00,22.5726,88.3639,30.4,0.0,61.8,5.2,9.9,clear,0.0605,none,2,0
zone_001,Esplanade Junction,2026-03-26 02:44:00+00:00,22.5726,88.3639,29.8,0.0,63.4,5.3,9.1,clear,0.0856,none,2,0
zone_001,Esplanade Junction,2026-03-26 02:45:00+00:00,22.5726,88.3639,29.6,0.0,61.0,5.8,10.0,clear,0.0641,none,2,0
zone_001,Esplanade Junction,2026-03-26 02:46:00+00:00,22.5726,88.3639,31.0,0.0,62.4,6.3,10.0,clear,0.0696,none,2,0
zone_001,Esplanade Junction,2026-03-26 02:47:00+00:00,22.5726,88.3639,29.2,0.0,68.1,5.4,9.5,clear,0.0747,none,2,0
zone_001,Esplanade Junction,2026-03-26 02:48:00+00:00,22.5726,88.3639,29.8,0.0,63.5,6.3,10.0,clear,0.0696,none,2,0
zone_001,Esplanade Junction,2026-03-26 02:49:00+00:00,22.5726,88.3639,30.0,0.0,64.4,6.6,9.5,clear,0.0879,none,2,0
zone_001,Esplanade Junction,2026-03-26 02:50:00+00:00,22.5726,88.3639,29.5,0.0,64.9,5.4,9.1,clear,0.0867,none,2,0
zone_001,Esplanade Junction,2026-03-26 02:51:00+00:00,22.5726,88.3639,29.9,0.0,63.8,6.6,10.0,clear,0.0729,none,2,0
zone_001,Esplanade Junction,2026-03-26 02:52:00+00:00,22.5726,88.3639,30.6,0.0,65.1,5.3,9.0,clear,0.0886,none,2,0
zone_001,Esplanade Junction,2026-03-26 02:53:00+00:00,22.5726,88.3639,30.0,0.0,63.9,5.2,9.9,clear,0.0605,none,2,0
zone_001,Esplanade Junction,2026-03-26 02:54:00+00:00,22.5726,88.3639,30.4,0.0,63.3,6.2,10.0,clear,0.0685,none,2,0
zone_001,Esplanade Junction,2026-03-26 02:55:00+00:00,22.5726,88.3639,29.9,0.0,62.9,7.0,10.0,clear,0.0773,none,2,0
zone_001,Esplanade Junction,2026-03-26 02:56:00+00:00,22.5726,88.3639,29.8,0.0,64.8,5.0,9.1,clear,0.0822,none,2,0
zone_001,Esplanade Junction,2026-03-26 02:57:00+00:00,22.5726,88.3639,30.3,0.0,63.4,5.4,9.6,clear,0.0717,none,2,0
zone_001,Esplanade Junction,2026-03-26 02:58:00+00:00,22.5726,88.3639,29.9,0.0,63.3,5.8,9.5,clear,0.0791,none,2,0
zone_001,Esplanade Junction,2026-03-26 02:59:00+00:00,22.5726,88.3639,30.5,0.0,63.5,5.3,10.0,clear,0.0586,none,2,0
zone_001,Esplanade Junction,2026-03-26 03:00:00+00:00,22.5726,88.3639,30.4,0.0,63.1,11.2,10.0,clear,0.1238,none,3,0
zone_001,Esplanade Junction,2026-03-26 03:01:00+00:00,22.5726,88.3639,29.7,0.0,67.6,7.1,9.4,clear,0.0965,none,3,0
zone_001,Esplanade Junction,2026-03-26 03:02:00+00:00,22.5726,88.3639,29.2,0.0,59.5,5.3,9.9,clear,0.0616,none,3,0
zone_001,Esplanade Junction,2026-03-26 03:03:00+00:00,22.5726,88.3639,29.6,0.0,61.0,5.0,9.6,clear,0.0672,none,3,0
