timestamp,total_vehicles,avg_speed_camera,congestion_camera,incident_count,active_tracks,flow_rate_veh_hr,sensor_flow_veh_hr,avg_speed_sensor,avg_occupancy,congestion_sensor,weather_severity,weather_category,temperature,wind_speed,avg_speed_gps,rainfall,humidity,congestion_index,congestion_level
2026-03-26 00:13:00+00:00,283,42.54,0.24485,1,283,17063.3,8361,31.95,54.029999999999994,0.45935,0.0873,clear,29.9,5.2,42.54,0.0,63.5,0.3521,high
2026-03-26 00:14:00+00:00,265,41.32,0.22537000000000001,0,265,16068.1,8425,31.29,52.970000000000006,0.46047000000000005,0.0715,clear,30.0,5.8,41.32,0.0,65.0,0.3429,medium
2026-03-26 00:15:00+00:00,256,41.9,0.20847,0,256,15593.0,8458,32.81,52.779999999999994,0.44473,0.0889,clear,30.8,5.6,41.9,0.0,64.8,0.3266,low
2026-03-26 00:16:00+00:00,262,42.36,0.21988,2,262,16055.7,8510,30.919999999999998,52.61,0.46227999999999997,0.069,clear,30.0,5.9,42.36,0.0,67.8,0.3411,medium
2026-03-26 00:17:00+00:00,262,42.28,0.21839,0,262,15765.9,8469,29.82,55.42999999999999,0.48707,0.0564,clear,30.2,5.6,42.28,0.0,68.7,0.3527,high
2026-03-26 00:18:00+00:00,263,40.989999999999995,0.21198,0,263,15817.5,8520,32.45,52.92,0.44894999999999996,0.074,clear,29.6,5.3,40.989999999999995,0.0,67.4,0.3305,low
2026-03-26 00:19:00+00:00,281,42.81,0.23052999999999998,0,281,16662.9,8501,30.65,53.339999999999996,0.46855,0.0867,clear,30.2,5.3,42.81,0.0,64.8,0.3495,high
2026-03-26 00:20:00+00:00,267,40.37,0.23111,0,267,16008.9,8474,31.619999999999997,52.58,0.45532000000000006,0.0619,clear,29.6,7.0,40.37,0.0,67.3,0.3432,medium
2026-03-26 00:21:00+00:00,251,41.18,0.20987,0,251,15011.300000000001,8206,31.03,52.42,0.46025,0.1497,clear,30.1,5.2,41.18,0.0,66.3,0.3351,low
2026-03-26 00:22:00+00:00,272,40.79,0.22481999999999996,0,272,16646.5,8375,31.96,52.95,0.45385,0.081,clear,30.2,5.1,40.79,0.0,64.9,0.3393,medium
2026-03-26 00:23:00+00:00,272,42.019999999999996,0.22339000000000003,0,272,15971.2,8351,33.08,53.07000000000001,0.44356,0.0586,clear,30.7,5.1,42.019999999999996,0.0,69.2,0.3335,low
2026-03-26 00:24:00+00:00,257,42.78,0.21495999999999998,2,257,15535.0,8365,33.56,51.69,0.43199,0.0564,clear,30.1,5.1,42.78,0.0,63.5,0.3235,low
2026-03-26 00:25:00+00:00,262,40.97,0.21886,0,262,15616.7,8562,31.560000000000002,52.52,0.4556,0.1227,clear,29.9,5.0,40.97,0.0,66.2,0.3372,low
2026-03-26 00:26:00+00:00,259,41.980000000000004,0.21254,1,259,15516.1,8424,30.78,53.57000000000001,0.46845,0.0706,clear,30.4,5.2,41.980000000000004,0.0,66.7,0.3405,medium
2026-03-26 00:27:00+00:00,253,42.14,0.20905,0,253,14944.8,8441,32.35,54.21,0.45636,0.0564,clear,30.7,5.2,42.14,0.0,64.4,0.3327,low
2026-03-26 00:28:00+00:00,252,41.17,0.20223,0,252,15082.2,8443,31.380000000000003,52.86,0.45905000000000007,0.0552,clear,29.8,5.3,41.17,0.0,66.1,0.3306,low
2026-03-26 00:29:00+00:00,272,41.87,0.23224999999999998,0,272,16572.8,8504,31.580000000000002,52.660000000000004,0.4561,0.1688,clear,30.4,5.1,41.87,0.0,66.9,0.3442,medium
2026-03-26 00:30:00+00:00,270,41.67,0.22155999999999998,0,270,16150.1,8570,32.19,53.620000000000005,0.45496,0.0774,clear,29.5,5.1,41.67,0.0,65.5,0.3383,low
2026-03-26 00:31:00+00:00,267,42.089999999999996,0.22989,0,267,16076.2,8495,30.45,53.0,0.4688,0.0674,clear,29.8,5.8,42.089999999999996,0.0,65.9,0.3493,high
2026-03-26 00:32:00+00:00,271,42.45,0.23105000000000003,0,271,16400.2,8561,30.24,54.0,0.47584,0.0646,clear,30.1,6.3,42.45,0.0,65.2,0.3534,high
2026-03-26 00:33:00+00:00,253,41.519999999999996,0.20901,0,253,15132.5,8487,30.8,54.470000000000006,0.47274000000000005,0.1017,clear,30.4,6.0,41.519999999999996,0.0,66.6,0.3409,medium
2026-03-26 00:34:00+00:00,252,42.65,0.20323000000000002,0,252,14913.9,8429,30.6,53.5,0.46982,0.0564,clear,30.1,5.8,42.65,0.0,64.5,0.3365,low
2026-03-26 00:35:00+00:00,273,41.25,0.23128,0,273,16545.3,8598,30.910000000000004,53.739999999999995,0.46801000000000004,0.0936,clear,29.6,5.6,41.25,0.0,64.4,0.3496,high
2026-03-26 00:36:00+00:00,259,42.4,0.23173,0,259,15413.8,8462,31.23,53.15,0.46196000000000004,0.0597,clear,30.4,6.0,42.4,0.0,65.0,0.3468,medium
2026-03-26 00:37:00+00:00,239,43.05,0.1961,0,239,14212.5,8594,31.580000000000002,53.17999999999999,0.45869,0.0564,clear,30.6,7.3,43.05,0.0,67.4,0.3274,low
2026-03-26 00:38:00+00:00,250,41.05,0.20607000000000003,2,250,15039.7,8406,31.9,53.39,0.45664,0.095,clear,29.3,6.0,41.05,0.0,61.5,0.3314,low
2026-03-26 00:39:00+00:00,271,42.480000000000004,0.20746000000000003,0,271,16111.5,8510,32.03,52.11,0.44896,0.0652,clear,29.9,5.1,42.480000000000004,0.0,63.2,0.3282,low
2026-03-26 00:40:00+00:00,264,39.88,0.21661000000000002,0,264,15670.4,8595,31.18,53.42,0.46379000000000004,0.0616,clear,29.3,5.8,39.88,0.0,69.6,0.3402,medium
2026-03-26 00:41:00+00:00,268,41.28,0.22007,2,268,15982.9,8493,31.82,52.6,0.45346000000000003,0.0552,clear,29.9,5.7,41.28,0.0,65.6,0.3368,low
2026-03-26 00:42:00+00:00,265,41.5,0.22233,0,265,16040.0,8337,31.839999999999996,52.910000000000004,0.45482000000000006,0.1067,clear,29.9,5.6,41.5,0.0,64.2,0.3386,medium
2026-03-26 00:43:00+00:00,260,40.33,0.21825999999999998,2,260,15620.0,8439,30.419999999999998,54.21,0.47515,0.0575,clear,30.4,5.8,40.33,0.0,66.6,0.3467,medium
2026-03-26 00:44:00+00:00,263,40.2,0.20990000000000003,0,263,15784.0,8513,31.419999999999998,53.55,0.46210000000000007,0.0641,clear,30.4,6.1,40.2,0.0,63.4,0.336,low
2026-03-26 00:45:00+00:00,253,41.89,0.20809000000000002,0,253,15060.8,8495,30.85,53.660000000000004,0.46821,0.0995,clear,29.6,5.0,41.89,0.0,60.8,0.3382,low
2026-03-26 00:46:00+00:00,267,42.709999999999994,0.21823,0,267,15892.1,8443,32.769999999999996,52.989999999999995,0.44617000000000007,0.0597,clear,30.4,5.7,42.709999999999994,0.0,65.7,0.3322,low
2026-03-26 00:47:00+00:00,259,41.9,0.21747999999999998,0,259,15507.6,8421,30.98,52.96,0.46344,0.0729,clear,29.7,6.7,41.9,0.0,63.5,0.3405,medium
2026-03-26 00:48:00+00:00,266,41.14,0.22449,0,266,16024.2,8371,31.619999999999997,53.2,0.45841000000000004,0.1036,clear,30.7,5.8,41.14,0.0,65.2,0.3415,medium
2026-03-26 00:49:00+00:00,270,42.019999999999996,0.22265000000000001,1,270,16262.0,8231,32.75,52.629999999999995,0.44455,0.0649,clear,29.2,5.1,42.019999999999996,0.0,65.7,0.3336,low
2026-03-26 00:50:00+00:00,261,42.760000000000005,0.21515,0,261,15595.4,8470,32.660000000000004,52.98,0.44721,0.0732,clear,29.1,6.5,42.760000000000005,0.0,65.3,0.3312,low
2026-03-26 00:51:00+00:00,273,40.269999999999996,0.21939000000000003,0,273,16331.199999999999,8312,32.4,52.839999999999996,0.44903000000000004,0.0663,clear,29.8,7.8,40.269999999999996,0.0,61.6,0.3342,low
2026-03-26 00:52:00+00:00,266,42.0,0.21772999999999998,0,266,15910.4,8482,31.639999999999997,52.8,0.45621,0.0786,clear,31.2,6.9,42.0,0.0,65.1,0.337,low
2026-03-26 00:53:00+00:00,267,41.78,0.21971,0,267,15887.1,8596,30.8,54.160000000000004,0.47118000000000004,0.0619,clear,30.2,5.5,41.78,0.0,65.9,0.3454,medium
2026-03-26 00:54:00+00:00,257,43.12,0.21225,0,257,15251.400000000001,8554,30.869999999999997,53.35,0.46646,0.0635,clear,29.6,5.8,43.12,0.0,62.2,0.3394,medium
2026-03-26 00:55:00+00:00,238,42.57,0.19144,1,238,14385.7,8449,32.19,52.989999999999995,0.4518,0.0895,clear,29.2,5.9,42.57,0.0,62.0,0.3216,low
2026-03-26 00:56:00+00:00,267,40.72,0.21388,0,267,16171.1,8404,30.639999999999997,52.58,0.46484000000000003,0.0818,clear,30.2,6.3,40.72,0.0,62.9,0.3394,medium
2026-03-26 00:57:00+00:00,269,43.53,0.22595,0,269,16193.6,8365,30.939999999999998,52.73,0.46269,0.0619,clear,29.4,6.1,43.53,0.0,66.5,0.3443,medium
2026-03-26 00:58:00+00:00,265,41.07,0.21789,0,265,15624.5,8661,32.53,52.529999999999994,0.4462,0.0905,clear,30.0,5.2,41.07,0.0,61.0,0.332,low
2026-03-26 00:59:00+00:00,271,40.480000000000004,0.22288999999999998,0,271,16076.3,8386,32.339999999999996,52.8,0.44941000000000003,0.0608,clear,29.3,6.9,40.480000000000004,0.0,66.7,0.3362,low
2026-03-26 01:00:00+00:00,253,42.760000000000005,0.20714000000000002,0,253,15100.9,8512,31.419999999999998,54.42,0.46647,0.0824,clear,30.0,6.9,42.760000000000005,0.0,65.8,0.3368,low
2026-03-26 01:01:00+00:00,270,40.980000000000004,0.22122000000000003,0,270,16368.6,8570,32.15,53.21,0.45331,0.0608,clear,30.0,5.5,40.980000000000004,0.0,64.5,0.3373,low
2026-03-26 01:02:00+00:00,269,40.260000000000005,0.2244,0,269,15927.9,8494,31.110000000000003,53.39,0.46431999999999995,0.0892,clear,29.7,5.1,40.260000000000005,0.0,62.0,0.3444,medium
2026-03-26 01:03:00+00:00,281,42.13,0.2246,0,281,16636.0,8387,31.77,53.81,0.46001000000000003,0.0714,clear,29.9,5.9,42.13,0.0,63.4,0.3423,medium
2026-03-26 01:04:00+00:00,291,41.28,0.2487,0,291,17190.1,8366,30.49,53.27,0.46974,0.2651,moderate,30.4,5.4,41.28,0.0,66.6,0.3592,high
2026-03-26 01:05:00+00:00,272,42.2,0.2408,0,272,16182.6,8352,31.410000000000004,53.64,0.46266999999999997,0.0729,clear,29.7,6.4,42.2,0.0,67.5,0.3517,high
2026-03-26 01:06:00+00:00,259,42.06,0.21141000000000001,0,259,15489.4,8260,31.160000000000004,53.17999999999999,0.46277999999999997,0.0759,clear,29.6,5.4,42.06,0.0,62.9,0.3371,low
2026-03-26 01:07:00+00:00,238,43.339999999999996,0.20148000000000002,1,238,14142.4,8542,31.65,53.129999999999995,0.45776000000000006,0.0851,clear,30.1,5.3,43.339999999999996,0.0,67.3,0.3296,low
2026-03-26 01:08:00+00:00,255,43.08,0.21371,0,255,15387.1,8361,32.33,53.470000000000006,0.45286,0.0707,clear,29.9,7.0,43.08,0.0,66.4,0.3333,low
2026-03-26 01:09:00+00:00,238,42.21,0.20227,0,238,14379.2,8522,31.52,54.010000000000005,0.46344,0.0552,clear,30.0,6.0,42.21,0.0,65.0,0.3329,low
2026-03-26 01:10:00+00:00,267,42.14,0.22351000000000001,0,267,16210.900000000001,8469,32.089999999999996,52.57000000000001,0.4507,0.0802,clear,30.2,5.1,42.14,0.0,63.5,0.3371,low
2026-03-26 01:11:00+00:00,277,41.11,0.23476,0,277,16890.4,8426,32.85,54.11,0.45099,0.0977,clear,31.0,6.2,41.11,0.0,63.8,0.3429,medium
2026-03-26 01:12:00+00:00,256,41.519999999999996,0.20726,0,256,15239.0,8449,32.94,51.989999999999995,0.43952,0.069,clear,30.3,6.4,41.519999999999996,10.9,90.4,0.3234,low
2026-03-26 01:13:00+00:00,259,40.83,0.21694,0,259,15684.4,8566,32.019999999999996,51.739999999999995,0.44722,0.0564,clear,29.7,5.3,40.83,0.0,65.4,0.3321,low
2026-03-26 01:14:00+00:00,259,41.660000000000004,0.2112,0,259,15624.6,8469,30.97,52.720000000000006,0.46234000000000003,0.0564,clear,30.2,8.4,41.660000000000004,0.0,67.7,0.3368,low
2026-03-26 01:15:00+00:00,263,41.58,0.22423,0,263,15746.3,8385,32.15,52.510000000000005,0.44981,0.0564,clear,29.7,5.5,41.58,0.0,65.5,0.337,low
2026-03-26 01:16:00+00:00,276,40.269999999999996,0.22147999999999998,0,276,16567.6,8402,31.77,52.660000000000004,0.45425000000000004,0.0993,clear,29.3,7.8,40.269999999999996,0.0,64.1,0.3379,low
2026-03-26 01:17:00+00:00,267,42.839999999999996,0.22607,0,267,15882.7,8530,30.910000000000004,53.6,0.46733,0.0818,clear,29.9,5.3,42.839999999999996,0.0,66.2,0.3467,medium
2026-03-26 01:18:00+00:00,257,41.65,0.21426000000000003,0,257,15593.8,8519,31.0,54.35,0.47019,0.1184,clear,30.0,5.9,41.65,0.0,69.3,0.3422,medium
2026-03-26 01:19:00+00:00,271,41.42,0.23071000000000003,0,271,16181.9,8369,30.0,53.58,0.47606000000000004,0.0586,clear,30.4,5.7,41.42,0.0,63.7,0.3534,high
2026-03-26 01:20:00+00:00,261,41.25,0.22905999999999999,0,261,15608.5,8520,30.68,52.7,0.46507,0.0612,clear,29.8,9.8,41.25,0.0,66.8,0.3471,medium
2026-03-26 01:21:00+00:00,253,42.11,0.20742,1,253,15066.7,8417,30.639999999999997,52.870000000000005,0.46629000000000004,0.1089,clear,30.5,5.5,42.11,0.0,65.4,0.3369,low
2026-03-26 01:22:00+00:00,275,40.010000000000005,0.2343,0,275,16454.4,8351,31.65,52.36,0.45392,0.0619,clear,31.1,5.2,40.010000000000005,0.0,62.1,0.3441,medium
2026-03-26 01:23:00+00:00,251,43.339999999999996,0.21081,0,251,14860.3,8447,30.919999999999998,53.77,0.46807,0.0826,clear,30.9,6.8,43.339999999999996,0.0,62.1,0.3394,medium
2026-03-26 01:24:00+00:00,272,42.1,0.20886,0,272,16282.8,8525,31.360000000000003,52.56,0.45774,0.0952,clear,29.9,5.0,42.1,0.0,64.1,0.3333,low
2026-03-26 01:25:00+00:00,270,41.87,0.22771,0,270,15947.699999999999,8565,30.939999999999998,52.42,0.46112000000000003,0.0818,clear,30.2,7.2,41.87,0.0,65.7,0.3444,medium
2026-03-26 01:26:00+00:00,260,40.5,0.21617000000000003,0,260,15804.2,8405,32.45,53.410000000000004,0.45138999999999996,0.0941,clear,30.4,5.1,40.5,0.0,66.8,0.3338,low
2026-03-26 01:27:00+00:00,261,40.739999999999995,0.21427000000000002,1,261,15884.900000000001,8374,31.669999999999998,53.660000000000004,0.46023,0.0939,clear,29.9,5.8,40.739999999999995,0.0,61.9,0.3372,low
2026-03-26 01:28:00+00:00,262,41.76,0.22118,1,262,15799.8,8426,31.03,52.8,0.46214000000000005,0.0668,clear,30.1,6.2,41.76,0.0,66.3,0.3417,medium
2026-03-26 01:29:00+00:00,257,40.7,0.22241,0,257,15437.5,8511,31.1,52.739999999999995,0.46116999999999997,0.0748,clear,30.0,5.4,40.7,0.0,64.8,0.3418,medium
2026-03-26 01:30:00+00:00,266,40.88,0.22488999999999998,0,266,15766.3,8542,30.339999999999996,53.08,0.47027,0.1105,clear,29.8,6.9,40.88,0.0,65.0,0.3476,high
2026-03-26 01:31:00+00:00,265,41.89,0.21664,1,265,16123.300000000001,8453,30.580000000000002,53.31,0.46909,0.0564,clear,30.3,5.9,41.89,0.0,66.2,0.3429,medium
2026-03-26 01:32:00+00:00,253,43.18,0.21144,0,253,15310.7,8672,30.810000000000002,52.870000000000005,0.46463,0.072,clear,30.1,5.5,43.18,0.0,68.5,0.338,low
2026-03-26 01:33:00+00:00,261,42.5,0.23791,0,261,15589.699999999999,8424,30.089999999999996,54.45,0.47953999999999997,0.0564,clear,30.6,5.4,42.5,0.0,65.6,0.3587,high
2026-03-26 01:34:00+00:00,250,41.68,0.20756000000000002,1,250,15246.0,8479,31.630000000000003,52.55,0.45507,0.0894,clear,30.7,5.1,41.68,0.0,62.3,0.3313,low
2026-03-26 01:35:00+00:00,261,39.69,0.22474,0,261,15740.5,8594,32.519999999999996,53.98,0.45355,0.063,clear,30.7,6.0,39.69,0.0,64.6,0.3391,medium
2026-03-26 01:36:00+00:00,269,41.78,0.23311,0,269,15965.2,8490,31.360000000000003,53.4,0.46196000000000004,0.0863,clear,29.8,5.5,41.78,0.0,66.7,0.3475,high
2026-03-26 01:37:00+00:00,263,42.36,0.21387,0,263,16011.2,8598,31.71,53.46,0.45884,0.069,clear,30.4,5.4,42.36,0.0,66.8,0.3364,low
2026-03-26 01:38:00+00:00,267,39.62,0.21132,0,267,16093.6,8327,31.160000000000004,52.64,0.46008000000000004,0.0744,clear,30.6,8.0,39.62,1.0,68.3,0.3357,low
2026-03-26 01:39:00+00:00,274,42.07,0.22713999999999998,1,274,16629.6,8592,32.19,52.57000000000001,0.44972,0.0674,clear,30.2,5.3,42.07,0.0,64.0,0.3384,low
2026-03-26 01:40:00+00:00,273,42.1,0.22315000000000002,0,273,16407.4,8467,30.75,53.61,0.46893,0.0725,clear,29.8,7.1,42.1,0.0,62.3,0.346,medium
2026-03-26 01:41:00+00:00,249,42.480000000000004,0.20987999999999998,0,249,14870.6,8535,32.760000000000005,54.19,0.45227000000000006,0.0785,clear,29.7,8.7,42.480000000000004,0.0,66.2,0.3311,low
2026-03-26 01:42:00+00:00,256,42.760000000000005,0.22820000000000001,1,256,15392.4,8607,30.05,53.27,0.47404,0.0552,clear,30.0,6.7,42.760000000000005,0.0,62.6,0.3511,high
2026-03-26 01:43:00+00:00,257,42.42,0.21673,0,257,15445.5,8517,30.54,52.9,0.46742,0.0819,clear,30.6,5.0,42.42,0.0,66.4,0.3421,medium
2026-03-26 01:44:00+00:00,270,41.11,0.22093,0,270,16460.1,8585,31.28,53.830000000000005,0.46489,0.0608,clear,29.6,7.0,41.11,0.0,66.4,0.3429,medium
2026-03-26 01:45:00+00:00,267,43.44,0.22848000000000002,0,267,16301.5,8361,32.5,52.92999999999999,0.44852,0.0672,clear,29.8,5.2,43.44,0.0,64.1,0.3385,medium
2026-03-26 01:46:00+00:00,258,40.8,0.21002,0,258,15542.8,8388,31.939999999999998,52.720000000000006,0.45289,0.078,clear,30.4,5.4,40.8,0.0,64.8,0.3315,low
2026-03-26 01:47:00+00:00,281,41.87,0.24341,0,281,16831.2,8387,31.189999999999998,53.79,0.46554,0.0586,clear,30.0,9.8,41.87,0.0,65.4,0.3545,high
2026-03-26 01:48:00+00:00,264,41.87,0.23452,0,264,15571.4,8585,30.410000000000004,54.260000000000005,0.4755,0.0725,clear,29.9,5.5,41.87,0.0,63.8,0.355,high
2026-03-26 01:49:00+00:00,268,39.989999999999995,0.21864,1,268,15955.4,8449,31.560000000000002,53.010000000000005,0.45804999999999996,0.0729,clear,29.8,6.1,39.989999999999995,0.0,62.2,0.3383,low
2026-03-26 01:50:00+00:00,276,41.62,0.22247,0,276,16887.2,8242,30.95,53.23,0.46509,0.0772,clear,29.6,5.4,41.62,0.0,64.9,0.3438,medium
2026-03-26 01:51:00+00:00,253,42.19,0.21522999999999998,0,253,15157.8,8418,31.73,52.879999999999995,0.45574000000000003,0.0903,clear,30.8,5.5,42.19,0.0,65.1,0.3355,low
2026-03-26 01:52:00+00:00,276,41.519999999999996,0.23454999999999998,0,276,16906.5,8311,31.310000000000002,51.760000000000005,0.45423,0.0772,clear,29.0,5.9,41.519999999999996,0.0,67.7,0.3444,medium
2026-03-26 01:53:00+00:00,248,44.04,0.20846,0,248,14905.6,8275,30.589999999999996,54.42999999999999,0.47457000000000005,0.0665,clear,29.9,8.0,44.04,0.0,63.4,0.3415,medium
2026-03-26 01:54:00+00:00,253,42.88,0.2145,0,253,14911.1,8507,31.560000000000002,53.970000000000006,0.46284000000000003,0.0954,clear,29.6,5.3,42.88,0.0,67.1,0.3387,medium
2026-03-26 01:55:00+00:00,263,43.4,0.21953,0,263,15636.5,8645,29.96,54.910000000000004,0.48311000000000004,0.1119,clear,30.3,5.3,43.4,0.0,62.7,0.3513,high
2026-03-26 01:56:00+00:00,267,43.33,0.21433,0,267,15972.4,8500,31.28,52.77,0.45959000000000005,0.0575,clear,30.1,5.0,43.33,0.0,62.3,0.337,low
2026-03-26 01:57:00+00:00,264,42.26,0.22788,0,264,15926.0,8319,32.46,52.19,0.44519000000000003,0.0718,clear,30.1,5.2,42.26,0.0,64.4,0.3365,low
2026-03-26 01:58:00+00:00,264,43.269999999999996,0.21385,0,264,16090.699999999999,8498,30.78,52.89,0.46502999999999994,0.072,clear,29.7,5.3,43.269999999999996,0.0,63.1,0.3394,medium
2026-03-26 01:59:00+00:00,275,42.37,0.23315000000000002,1,275,16484.1,8476,30.669999999999998,52.470000000000006,0.46398,0.0875,clear,29.8,5.1,42.37,0.0,62.3,0.3486,high
2026-03-26 02:00:00+00:00,258,41.65,0.22207,0,258,15433.1,8303,31.610000000000003,53.2,0.45851,0.0687,clear,31.4,5.8,41.65,0.0,68.9,0.3403,medium
2026-03-26 02:01:00+00:00,264,42.839999999999996,0.22044999999999998,0,264,16127.400000000001,8477,31.910000000000004,52.61,0.45266,0.0619,clear,30.4,5.1,42.839999999999996,0.0,64.1,0.3366,low
2026-03-26 02:02:00+00:00,258,41.68,0.22395,3,258,15549.4,8387,31.48,52.94,0.45847,0.0751,clear,29.1,5.7,41.68,0.0,69.6,0.3412,medium
2026-03-26 02:03:00+00:00,273,41.519999999999996,0.2213,0,273,16295.4,8477,32.19,52.17,0.44772,0.0712,clear,30.0,5.2,41.519999999999996,0.0,63.0,0.3345,low
2026-03-26 02:04:00+00:00,250,40.25,0.21595,0,250,15157.8,8524,32.480000000000004,52.8,0.44803999999999994,0.0665,clear,29.9,7.7,40.25,0.0,61.6,0.332,low
2026-03-26 02:05:00+00:00,262,42.58,0.21061000000000002,0,262,15413.7,8386,32.339999999999996,53.220000000000006,0.45149999999999996,0.0597,clear,29.8,5.4,42.58,0.0,67.6,0.3311,low
2026-03-26 02:06:00+00:00,256,42.32,0.2192,0,256,15506.9,8555,32.6,53.279999999999994,0.44927,0.0799,clear,29.9,5.1,42.32,0.0,63.5,0.3342,low
2026-03-26 02:07:00+00:00,255,40.1,0.21517,0,255,14936.2,8523,31.390000000000004,53.970000000000006,0.4645,0.0586,clear,28.9,6.8,40.1,0.0,65.3,0.3398,medium
2026-03-26 02:08:00+00:00,256,42.57,0.21383000000000002,1,256,15344.0,8421,31.53,52.44,0.45549999999999996,0.1028,clear,29.9,5.5,42.57,1.6,65.5,0.3347,low
2026-03-26 02:09:00+00:00,247,41.89,0.20122999999999996,1,247,14972.0,8477,32.6,53.620000000000005,0.45099,0.0564,clear,30.1,6.7,41.89,0.0,64.9,0.3261,low
2026-03-26 02:10:00+00:00,269,42.87,0.20834000000000003,1,269,16336.300000000001,8474,30.889999999999997,53.279999999999994,0.46591000000000005,0.0946,clear,30.3,5.4,42.87,0.0,62.3,0.3371,low
2026-03-26 02:11:00+00:00,260,41.29,0.21810999999999997,0,260,15667.7,8514,30.51,53.36,0.47001,0.0762,clear,30.2,5.7,41.29,0.0,64.9,0.3441,medium
2026-03-26 02:12:00+00:00,255,42.08,0.2077,0,255,14914.0,8359,32.730000000000004,52.57000000000001,0.44446,0.0597,clear,30.8,5.6,42.08,0.0,64.1,0.3261,low
2026-03-26 02:13:00+00:00,267,43.12,0.22330999999999998,0,267,16080.2,8648,31.25,53.05,0.46125999999999995,0.0906,clear,29.8,5.8,43.12,0.0,65.5,0.3423,medium
2026-03-26 02:14:00+00:00,251,41.6,0.21211000000000002,0,251,14781.2,8470,31.389999999999997,52.33,0.45628,0.0826,clear,30.7,5.5,41.6,0.0,66.3,0.3342,low
2026-03-26 02:15:00+00:00,279,40.53,0.22452999999999998,0,279,16829.7,8423,32.03,54.629999999999995,0.46158,0.0619,clear,29.7,5.7,40.53,0.0,65.5,0.3431,medium
2026-03-26 02:16:00+00:00,272,43.45,0.22305000000000003,0,272,16390.2,8476,31.369999999999997,53.29,0.46129,0.0552,clear,30.1,6.1,43.45,0.0,65.9,0.3422,medium
2026-03-26 02:17:00+00:00,262,42.81,0.2121,1,262,15854.0,8504,31.4,53.629999999999995,0.46270999999999995,0.0652,clear,30.3,5.5,42.81,0.0,64.8,0.3374,low
2026-03-26 02:18:00+00:00,265,41.78,0.22267,0,265,15924.6,8550,30.830000000000002,54.1,0.47061000000000003,0.0971,clear,29.3,6.2,41.78,0.0,64.1,0.3466,medium
2026-03-26 02:19:00+00:00,260,41.28,0.21928999999999998,0,260,15533.1,8458,30.0,53.529999999999994,0.47582,0.0652,clear,30.4,6.3,41.28,0.0,65.9,0.3476,high
2026-03-26 02:20:00+00:00,260,41.29,0.21568,1,260,15461.8,8547,30.43,53.44,0.47119999999999995,0.0729,clear,29.7,6.4,41.29,0.0,64.8,0.3434,medium
