timestamp,camera_id,location,latitude,longitude,cars,motorcycles,buses,trucks,total_vehicles,avg_speed_kmh,incident_flag,incident_count,confidence,congestion_index
2026-03-26T00:18:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,12,4,3,2,21,41.6,False,0,0.89,0.1594
2026-03-26T00:19:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,12,6,3,1,22,36.3,False,0,0.823,0.1888
2026-03-26T00:20:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,11,5,2,1,19,43.5,False,0,0.877,0.1426
2026-03-26T00:21:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,10,5,1,2,18,43.5,False,0,0.845,0.177
2026-03-26T00:22:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,9,6,3,1,19,42.0,False,0,0.854,0.1763
2026-03-26T00:23:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,10,5,2,2,19,50.7,False,0,0.807,0.1657
2026-03-26T00:24:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,13,5,2,2,22,43.2,False,0,0.908,0.1601
2026-03-26T00:25:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,13,6,3,2,24,40.4,False,0,0.949,0.1954
2026-03-26T00:26:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,12,5,2,1,20,38.9,False,0,0.906,0.17
2026-03-26T00:27:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,11,6,3,2,22,42.2,False,0,0.901,0.1922
2026-03-26T00:28:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,14,6,3,2,25,37.5,False,0,0.796,0.2
2026-03-26T00:29:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,9,7,3,1,20,42.6,False,0,0.888,0.1924
2026-03-26T00:30:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,11,6,3,1,21,42.9,False,0,0.832,0.1639
2026-03-26T00:31:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,11,5,2,1,19,40.0,False,0,0.849,0.1142
2026-03-26T00:32:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,10,7,2,2,21,42.4,False,0,0.869,0.1781
2026-03-26T00:33:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,12,6,3,1,22,45.3,False,0,0.887,0.1791
2026-03-26T00:34:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,10,6,2,2,20,41.4,False,0,0.876,0.1671
2026-03-26T00:35:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,15,5,3,2,25,42.0,False,0,0.868,0.1927
2026-03-26T00:36:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,7,6,2,1,16,37.5,False,0,0.915,0.1133
2026-03-26T00:37:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,9,5,3,2,19,45.4,False,0,0.901,0.1474
2026-03-26T00:38:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,15,6,2,1,24,38.1,False,0,0.86,0.1827
2026-03-26T00:39:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,11,6,2,2,21,41.4,False,0,0.803,0.223
2026-03-26T00:40:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,10,5,3,2,20,42.1,False,0,0.929,0.1488
2026-03-26T00:41:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,14,5,2,2,23,43.5,False,0,0.915,0.1758
2026-03-26T00:42:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,12,6,2,2,22,35.9,False,0,0.913,0.172
2026-03-26T00:43:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,11,4,2,1,18,37.2,False,0,0.89,0.182
2026-03-26T00:44:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,8,6,3,2,19,43.3,True,2,0.849,0.161
2026-03-26T00:45:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,10,5,3,2,20,43.0,False,0,0.832,0.1752
2026-03-26T00:46:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,9,6,3,1,19,43.7,False,0,0.916,0.137
2026-03-26T00:47:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,10,6,2,1,19,40.1,False,0,0.841,0.1205
2026-03-26T00:48:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,13,5,2,1,21,45.5,False,0,0.808,0.1634
2026-03-26T00:49:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,13,5,2,2,22,42.0,False,0,0.899,0.2003
2026-03-26T00:50:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,14,5,2,1,22,41.8,False,0,0.78,0.1845
2026-03-26T00:51:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,9,5,2,2,18,39.9,False,0,0.806,0.166
2026-03-26T00:52:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,14,7,3,2,26,36.7,False,0,0.807,0.2406
2026-03-26T00:53:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,12,4,3,2,21,45.8,False,0,0.917,0.1668
2026-03-26T00:54:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,14,4,3,2,23,42.5,False,0,0.829,0.1856
2026-03-26T00:55:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,14,4,3,2,23,42.4,False,0,0.899,0.1993
2026-03-26T00:56:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,12,5,2,1,20,42.0,False,0,0.883,0.1731
2026-03-26T00:57:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,13,7,3,2,25,42.4,False,0,0.903,0.2084
2026-03-26T00:58:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,14,6,3,1,24,40.5,False,0,0.822,0.2053
2026-03-26T00:59:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,14,6,3,1,24,41.7,False,0,0.906,0.2236
2026-03-26T01:00:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,15,4,3,2,24,39.2,False,0,0.896,0.1929
2026-03-26T01:01:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,14,6,3,1,24,42.9,False,0,0.793,0.1881
2026-03-26T01:02:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,12,7,3,2,24,38.5,False,0,0.925,0.2072
2026-03-26T01:03:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,9,6,3,2,20,42.2,False,0,0.875,0.1547
2026-03-26T01:04:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,12,5,3,1,21,42.2,False,0,0.845,0.1844
2026-03-26T01:05:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,11,5,3,2,21,41.4,False,0,0.842,0.1649
2026-03-26T01:06:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,9,5,2,2,18,48.1,False,0,0.833,0.1801
2026-03-26T01:07:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,11,6,2,1,20,44.0,False,0,0.938,0.1533
2026-03-26T01:08:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,16,5,3,2,26,43.6,False,0,0.919,0.2116
2026-03-26T01:09:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,12,4,3,2,21,45.4,False,0,0.881,0.1966
2026-03-26T01:10:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,10,6,1,2,19,44.8,False,0,0.835,0.1585
2026-03-26T01:11:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,13,6,3,1,23,45.6,False,0,0.82,0.2189
2026-03-26T01:12:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,12,5,3,2,22,46.4,False,0,0.841,0.1812
2026-03-26T01:13:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,11,5,3,2,21,42.7,False,0,0.781,0.1631
2026-03-26T01:14:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,11,6,2,1,20,40.1,False,0,0.81,0.183
2026-03-26T01:15:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,12,5,3,2,22,38.7,False,0,0.918,0.2228
2026-03-26T01:16:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,12,6,3,2,23,42.5,False,0,0.873,0.1835
2026-03-26T01:17:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,11,6,3,2,22,39.3,False,0,0.869,0.215
2026-03-26T01:18:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,14,5,3,1,23,41.0,False,0,0.831,0.2074
2026-03-26T01:19:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,9,5,3,1,18,40.5,False,0,0.864,0.0937
2026-03-26T01:20:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,12,6,3,1,22,42.1,False,0,0.85,0.1921
2026-03-26T01:21:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,13,4,3,2,22,46.7,False,0,0.841,0.2294
2026-03-26T01:22:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,12,6,3,1,22,40.0,False,0,0.88,0.1815
2026-03-26T01:23:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,11,5,3,1,20,46.0,False,0,0.827,0.1798
2026-03-26T01:24:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,14,5,3,2,24,42.4,False,0,0.872,0.1924
2026-03-26T01:25:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,10,6,2,2,20,38.1,False,0,0.82,0.1692
2026-03-26T01:26:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,9,7,3,1,20,41.4,False,0,0.917,0.1756
2026-03-26T01:27:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,11,7,3,1,22,42.4,False,0,0.946,0.2244
2026-03-26T01:28:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,11,5,2,1,19,38.2,False,0,0.93,0.141
2026-03-26T01:29:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,13,4,2,2,21,43.9,False,0,0.782,0.2064
2026-03-26T01:30:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,15,5,2,2,24,41.6,False,0,0.846,0.2199
2026-03-26T01:31:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,13,5,2,1,21,46.8,False,0,0.858,0.1794
2026-03-26T01:32:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,12,4,2,1,19,35.6,False,0,0.885,0.1525
2026-03-26T01:33:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,13,6,2,1,22,43.7,False,0,0.947,0.1992
2026-03-26T01:34:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,9,4,3,2,18,39.4,False,0,0.925,0.1572
2026-03-26T01:35:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,10,4,2,2,18,40.5,False,0,0.817,0.1459
2026-03-26T01:36:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,12,5,3,1,21,43.0,False,0,0.789,0.1632
2026-03-26T01:37:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,11,6,3,1,21,43.5,False,0,0.866,0.1825
2026-03-26T01:38:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,12,4,3,2,21,38.5,False,0,0.807,0.1636
2026-03-26T01:39:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,13,6,3,2,24,35.2,False,0,0.849,0.1809
2026-03-26T01:40:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,11,4,2,2,19,43.2,False,0,0.816,0.1483
2026-03-26T01:41:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,13,7,2,1,23,43.4,False,0,0.862,0.1535
2026-03-26T01:42:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,11,4,2,1,18,43.2,False,0,0.913,0.1762
2026-03-26T01:43:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,13,6,1,1,21,40.7,False,0,0.783,0.167
2026-03-26T01:44:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,11,5,3,2,21,42.2,False,0,0.881,0.1753
2026-03-26T01:45:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,10,5,2,2,19,41.2,False,0,0.943,0.1622
2026-03-26T01:46:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,15,6,4,1,26,41.4,False,0,0.92,0.2285
2026-03-26T01:47:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,12,5,2,2,21,40.9,False,0,0.815,0.1785
2026-03-26T01:48:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,10,5,2,2,19,41.6,False,0,0.945,0.1644
2026-03-26T01:49:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,8,6,1,2,17,41.5,False,0,0.781,0.1437
2026-03-26T01:50:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,11,6,4,1,22,48.2,False,0,0.888,0.2045
2026-03-26T01:51:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,15,4,2,2,23,41.6,False,0,0.794,0.1847
2026-03-26T01:52:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,11,6,2,1,20,42.1,False,0,0.847,0.131
2026-03-26T01:53:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,11,5,2,2,20,43.5,False,0,0.782,0.1849
2026-03-26T01:54:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,11,6,3,2,22,38.5,False,0,0.824,0.1729
2026-03-26T01:55:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,13,6,2,1,22,42.9,False,0,0.893,0.18
2026-03-26T01:56:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,11,5,2,2,20,43.0,False,0,0.898,0.1571
2026-03-26T01:57:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,12,4,2,1,19,48.7,False,0,0.918,0.1377
2026-03-26T01:58:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,14,5,3,1,23,42.6,False,0,0.802,0.2179
2026-03-26T01:59:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,10,5,3,1,19,45.4,False,0,0.814,0.1672
2026-03-26T02:00:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,8,6,2,2,18,42.1,False,0,0.837,0.1413
2026-03-26T02:01:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,14,7,2,1,24,40.6,False,0,0.901,0.1874
2026-03-26T02:02:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,8,7,3,1,19,39.7,False,0,0.866,0.1447
2026-03-26T02:03:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,14,6,3,1,24,41.9,False,0,0.841,0.2078
2026-03-26T02:04:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,12,5,3,2,22,40.9,False,0,0.883,0.1444
2026-03-26T02:05:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,11,6,2,1,20,45.0,False,0,0.793,0.1434
2026-03-26T02:06:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,12,5,3,1,21,42.4,False,0,0.908,0.175
2026-03-26T02:07:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,12,6,3,2,23,39.2,False,0,0.856,0.1842
2026-03-26T02:08:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,12,6,3,2,23,37.7,False,0,0.947,0.1782
2026-03-26T02:09:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,12,6,2,1,21,42.2,False,0,0.928,0.1489
2026-03-26T02:10:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,11,4,2,2,19,41.6,False,0,0.807,0.1462
2026-03-26T02:11:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,9,6,2,1,18,42.0,False,0,0.933,0.1352
2026-03-26T02:12:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,15,6,3,1,25,40.6,False,0,0.906,0.2222
2026-03-26T02:13:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,10,7,3,1,21,45.2,False,0,0.798,0.1783
2026-03-26T02:14:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,10,5,3,2,20,47.9,False,0,0.937,0.1616
2026-03-26T02:15:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,12,6,3,2,23,40.7,False,0,0.788,0.1935
2026-03-26T02:16:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,11,7,3,2,23,40.5,False,0,0.949,0.1983
2026-03-26T02:17:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,9,7,3,2,21,41.2,False,0,0.903,0.1945
2026-03-26T02:18:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,13,5,2,1,21,42.1,False,0,0.849,0.1536
2026-03-26T02:19:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,11,6,2,2,21,38.4,False,0,0.94,0.1544
2026-03-26T02:20:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,14,5,3,2,24,42.4,False,0,0.861,0.2006
2026-03-26T02:21:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,11,5,3,2,21,37.7,False,0,0.879,0.1931
2026-03-26T02:22:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,13,5,2,1,21,41.9,False,0,0.801,0.1891
2026-03-26T02:23:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,9,5,2,1,17,42.3,False,0,0.921,0.1553
2026-03-26T02:24:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,12,5,2,1,20,48.4,False,0,0.918,0.156
2026-03-26T02:25:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,12,5,2,1,20,46.7,True,1,0.799,0.1939
2026-03-26T02:26:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,12,5,3,1,21,39.5,False,0,0.885,0.1838
2026-03-26T02:27:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,13,6,3,1,23,39.6,False,0,0.902,0.1885
2026-03-26T02:28:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,10,5,2,1,18,41.3,False,0,0.888,0.1267
2026-03-26T02:29:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,12,4,3,1,20,40.4,False,0,0.907,0.1718
2026-03-26T02:30:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,9,4,3,2,18,46.7,False,0,0.85,0.1383
2026-03-26T02:31:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,11,6,2,2,21,46.5,False,0,0.81,0.1734
2026-03-26T02:32:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,13,5,2,1,21,47.3,False,0,0.88,0.1998
2026-03-26T02:33:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,13,7,2,1,23,46.9,False,0,0.94,0.1932
2026-03-26T02:34:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,12,6,2,1,21,43.9,False,0,0.918,0.1724
2026-03-26T02:35:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,12,6,3,2,23,38.0,False,0,0.791,0.1849
2026-03-26T02:36:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,14,6,2,2,24,41.4,False,0,0.927,0.1962
2026-03-26T02:37:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,11,6,2,2,21,45.5,False,0,0.811,0.1593
2026-03-26T02:38:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,15,6,2,2,25,47.8,False,0,0.831,0.2167
2026-03-26T02:39:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,12,7,3,2,24,43.8,False,0,0.944,0.2328
2026-03-26T02:40:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,11,6,3,1,21,39.3,False,0,0.855,0.1798
2026-03-26T02:41:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,12,6,2,1,21,38.2,False,0,0.907,0.1756
2026-03-26T02:42:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,11,4,3,1,19,39.8,False,0,0.88,0.1776
2026-03-26T02:43:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,16,5,3,1,25,40.1,False,0,0.804,0.1907
2026-03-26T02:44:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,10,6,3,2,21,41.3,False,0,0.929,0.1824
2026-03-26T02:45:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,12,6,2,2,22,38.2,False,0,0.871,0.1759
2026-03-26T02:46:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,11,5,3,2,21,41.6,False,0,0.845,0.1555
2026-03-26T02:47:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,12,5,3,1,21,36.3,False,0,0.791,0.169
2026-03-26T02:48:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,11,5,2,1,19,45.8,False,0,0.856,0.1341
2026-03-26T02:49:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,11,5,3,1,20,34.4,False,0,0.874,0.1574
2026-03-26T02:50:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,13,7,3,1,24,42.8,False,0,0.906,0.2005
2026-03-26T02:51:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,6,4,3,1,14,43.2,False,0,0.932,0.1244
2026-03-26T02:52:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,10,3,2,1,16,43.5,False,0,0.864,0.0981
2026-03-26T02:53:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,11,6,2,2,21,41.5,False,0,0.837,0.1767
2026-03-26T02:54:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,10,6,3,1,20,41.4,False,0,0.794,0.1508
2026-03-26T02:55:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,13,6,3,2,24,37.7,False,0,0.843,0.1991
2026-03-26T02:56:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,13,5,3,2,23,39.1,False,0,0.884,0.1915
2026-03-26T02:57:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,9,6,3,2,20,46.4,False,0,0.844,0.1302
2026-03-26T02:58:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,11,6,3,1,21,46.2,False,0,0.852,0.1799
2026-03-26T02:59:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,14,7,3,2,26,44.9,False,0,0.815,0.227
2026-03-26T03:00:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,14,4,2,1,21,44.3,False,0,0.783,0.1469
2026-03-26T03:01:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,10,6,3,1,20,40.5,False,0,0.89,0.1743
2026-03-26T03:02:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,14,6,2,1,23,43.4,False,0,0.911,0.1966
2026-03-26T03:03:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,11,7,2,1,21,45.6,False,0,0.935,0.1784
2026-03-26T03:04:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,11,5,2,2,20,40.8,False,0,0.786,0.1508
2026-03-26T03:05:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,12,5,3,2,22,39.6,False,0,0.813,0.1786
2026-03-26T03:06:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,11,6,2,1,20,39.4,False,0,0.815,0.1746
2026-03-26T03:07:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,12,6,4,1,23,46.5,False,0,0.848,0.2137
2026-03-26T03:08:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,11,4,3,2,20,39.9,False,0,0.892,0.1696
2026-03-26T03:09:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,10,6,3,2,21,45.9,False,0,0.883,0.1776
2026-03-26T03:10:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,10,5,2,1,18,41.8,False,0,0.926,0.1671
2026-03-26T03:11:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,8,6,3,1,18,44.2,False,0,0.833,0.1177
2026-03-26T03:12:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,12,6,2,2,22,43.3,False,0,0.94,0.1989
2026-03-26T03:13:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,13,6,2,2,23,40.0,False,0,0.933,0.165
2026-03-26T03:14:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,13,5,3,1,22,45.3,False,0,0.893,0.1758
2026-03-26T03:15:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,14,7,3,1,25,48.0,False,0,0.889,0.1989
2026-03-26T03:16:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,9,6,3,1,19,34.9,False,0,0.831,0.1347
2026-03-26T03:17:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,12,6,3,1,22,43.9,False,0,0.944,0.1825
2026-03-26T03:18:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,13,6,2,1,22,38.3,False,0,0.814,0.2301
2026-03-26T03:19:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,11,5,2,1,19,45.9,False,0,0.923,0.1607
2026-03-26T03:20:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,11,4,3,1,19,42.5,False,0,0.908,0.1542
2026-03-26T03:21:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,13,4,3,2,22,42.9,False,0,0.89,0.1768
2026-03-26T03:22:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,12,6,3,1,22,37.9,False,0,0.898,0.1781
2026-03-26T03:23:00+00:00,cam_002,Ultadanga Flyover,22.58,88.35,12,6,2,2,22,39.9,False,0,0.814,0.1987
