camera_id,timestamp,latitude,longitude,cars,motorcycles,buses,trucks,total,avg_speed_kmh,incident_flag,confidence,hour,day_of_week,is_weekend,is_morning_peak,is_evening_peak,is_peak_hour,is_night,heavy_vehicle_ratio,congestion_index,congestion_level
cam_001,2026-03-26 00:13:00+00:00,22.5726,88.3639,8,0,0,1,9,34.0,False,0.805,0,3,0,0,0,0,1,0.1111111111111111,0.2817,low
cam_001,2026-03-26 00:14:00+00:00,22.5726,88.3639,7,2,1,0,10,33.6,False,0.904,0,3,0,0,0,0,1,0.1,0.2898,low
cam_001,2026-03-26 00:15:00+00:00,22.5726,88.3639,8,1,0,0,9,36.7,False,0.813,0,3,0,0,0,0,1,0.0,0.2537,low
cam_001,2026-03-26 00:16:00+00:00,22.5726,88.3639,7,3,0,0,10,35.0,False,0.944,0,3,0,0,0,0,1,0.0,0.2753,low
cam_001,2026-03-26 00:17:00+00:00,22.5726,88.3639,4,2,0,1,7,40.0,False,0.77,0,3,0,0,0,0,1,0.14285714285714285,0.2115,low
cam_001,2026-03-26 00:18:00+00:00,22.5726,88.3639,8,2,0,0,10,35.2,False,0.753,0,3,0,0,0,0,1,0.0,0.2732,low
cam_001,2026-03-26 00:19:00+00:00,22.5726,88.3639,5,1,1,0,7,36.6,False,0.777,0,3,0,0,0,0,1,0.14285714285714285,0.2469,low
cam_001,2026-03-26 00:20:00+00:00,22.5726,88.3639,5,7,0,0,12,38.3,False,0.845,0,3,0,0,0,0,1,0.0,0.2488,low
cam_001,2026-03-26 00:21:00+00:00,22.5726,88.3639,11,4,0,0,15,32.5,False,0.928,0,3,0,0,0,0,1,0.0,0.3209,medium
cam_001,2026-03-26 00:22:00+00:00,22.5726,88.3639,8,2,1,0,11,36.3,False,0.829,0,3,0,0,0,0,1,0.09090909090909091,0.2657,low
cam_001,2026-03-26 00:23:00+00:00,22.5726,88.3639,8,0,1,0,9,35.0,False,0.933,0,3,0,0,0,0,1,0.1111111111111111,0.2713,low
cam_001,2026-03-26 00:24:00+00:00,22.5726,88.3639,0,0,1,0,1,43.1,False,0.811,0,3,0,0,0,0,1,1.0,0.1557,low
cam_001,2026-03-26 00:25:00+00:00,22.5726,88.3639,4,5,0,0,9,38.0,False,0.791,0,3,0,0,0,0,1,0.0,0.2401,low
cam_001,2026-03-26 00:26:00+00:00,22.5726,88.3639,2,5,0,0,7,37.1,False,0.834,0,3,0,0,0,0,1,0.0,0.2417,low
cam_001,2026-03-26 00:27:00+00:00,22.5726,88.3639,6,1,2,0,9,38.6,False,0.754,0,3,0,0,0,0,1,0.2222222222222222,0.2339,low
cam_001,2026-03-26 00:28:00+00:00,22.5726,88.3639,5,2,1,0,8,37.4,False,0.831,0,3,0,0,0,0,1,0.125,0.2425,low
cam_001,2026-03-26 00:29:00+00:00,22.5726,88.3639,0,1,0,0,1,43.6,False,0.948,0,3,0,0,0,0,1,0.0,0.1505,low
cam_001,2026-03-26 00:30:00+00:00,22.5726,88.3639,3,4,1,0,8,37.4,False,0.872,0,3,0,0,0,0,1,0.125,0.2425,low
cam_001,2026-03-26 00:31:00+00:00,22.5726,88.3639,6,0,0,1,7,43.1,False,0.84,0,3,0,0,0,0,1,0.14285714285714285,0.1793,low
cam_001,2026-03-26 00:32:00+00:00,22.5726,88.3639,8,4,1,0,13,34.6,False,0.837,0,3,0,0,0,0,1,0.07692307692307693,0.2912,low
cam_001,2026-03-26 00:33:00+00:00,22.5726,88.3639,3,3,0,0,6,38.1,False,0.913,0,3,0,0,0,0,1,0.0,0.2273,low
cam_001,2026-03-26 00:34:00+00:00,22.5726,88.3639,1,2,0,0,3,44.2,False,0.791,0,3,0,0,0,0,1,0.0,0.1521,low
cam_001,2026-03-26 00:35:00+00:00,22.5726,88.3639,10,1,1,0,12,33.0,False,0.912,0,3,0,0,0,0,1,0.08333333333333333,0.3039,medium
cam_001,2026-03-26 00:36:00+00:00,22.5726,88.3639,7,0,0,0,7,40.6,False,0.77,0,3,0,0,0,0,1,0.0,0.2053,low
cam_001,2026-03-26 00:37:00+00:00,22.5726,88.3639,5,3,0,0,8,34.7,False,0.765,0,3,0,0,0,0,1,0.0,0.2705,low
cam_001,2026-03-26 00:38:00+00:00,22.5726,88.3639,4,4,2,0,10,34.3,False,0.801,0,3,0,0,0,0,1,0.2,0.2825,low
cam_001,2026-03-26 00:39:00+00:00,22.5726,88.3639,3,4,0,0,7,39.8,False,0.839,0,3,0,0,0,0,1,0.0,0.2136,low
cam_001,2026-03-26 00:40:00+00:00,22.5726,88.3639,4,0,2,0,6,41.7,False,0.823,0,3,0,0,0,0,1,0.3333333333333333,0.1899,low
cam_001,2026-03-26 00:41:00+00:00,22.5726,88.3639,5,5,0,0,10,37.3,False,0.83,0,3,0,0,0,0,1,0.0,0.2513,low
cam_001,2026-03-26 00:42:00+00:00,22.5726,88.3639,7,3,0,0,10,36.8,False,0.928,0,3,0,0,0,0,1,0.0,0.2565,low
cam_001,2026-03-26 00:43:00+00:00,22.5726,88.3639,3,4,0,0,7,38.8,False,0.861,0,3,0,0,0,0,1,0.0,0.224,low
cam_001,2026-03-26 00:44:00+00:00,22.5726,88.3639,3,3,1,0,7,36.4,False,0.84,0,3,0,0,0,0,1,0.14285714285714285,0.2489,low
cam_001,2026-03-26 00:45:00+00:00,22.5726,88.3639,6,5,0,0,11,34.8,False,0.847,0,3,0,0,0,0,1,0.0,0.2813,low
cam_001,2026-03-26 00:46:00+00:00,22.5726,88.3639,2,6,2,0,10,36.1,False,0.933,0,3,0,0,0,0,1,0.2,0.2638,low
cam_001,2026-03-26 00:47:00+00:00,22.5726,88.3639,4,3,0,0,7,41.5,False,0.776,0,3,0,0,0,0,1,0.0,0.1959,low
cam_001,2026-03-26 00:48:00+00:00,22.5726,88.3639,7,3,2,0,12,36.1,False,0.863,0,3,0,0,0,0,1,0.16666666666666666,0.2717,low
cam_001,2026-03-26 00:49:00+00:00,22.5726,88.3639,7,4,1,0,12,31.9,False,0.758,0,3,0,0,0,0,1,0.08333333333333333,0.3153,medium
cam_001,2026-03-26 00:50:00+00:00,22.5726,88.3639,8,0,1,0,9,38.4,False,0.783,0,3,0,0,0,0,1,0.1111111111111111,0.236,low
cam_001,2026-03-26 00:51:00+00:00,22.5726,88.3639,7,2,0,1,10,36.2,False,0.895,0,3,0,0,0,0,1,0.1,0.2628,low
cam_001,2026-03-26 00:52:00+00:00,22.5726,88.3639,7,4,0,0,11,34.8,False,0.887,0,3,0,0,0,0,1,0.0,0.2813,low
cam_001,2026-03-26 00:53:00+00:00,22.5726,88.3639,4,4,0,0,8,39.8,False,0.866,0,3,0,0,0,0,1,0.0,0.2175,low
cam_001,2026-03-26 00:54:00+00:00,22.5726,88.3639,6,4,1,0,11,38.3,False,0.835,0,3,0,0,0,0,1,0.09090909090909091,0.2449,low
cam_001,2026-03-26 00:55:00+00:00,22.5726,88.3639,0,0,0,0,0,46.9,False,0.818,0,3,0,0,0,0,1,0.0,0.1123,low
cam_001,2026-03-26 00:56:00+00:00,22.5726,88.3639,7,5,0,0,12,33.7,False,0.846,0,3,0,0,0,0,1,0.0,0.2966,low
cam_001,2026-03-26 00:57:00+00:00,22.5726,88.3639,5,1,0,0,6,39.6,False,0.847,0,3,0,0,0,0,1,0.0,0.2117,low
cam_001,2026-03-26 00:58:00+00:00,22.5726,88.3639,4,0,0,0,4,42.5,False,0.805,0,3,0,0,0,0,1,0.0,0.1737,low
cam_001,2026-03-26 00:59:00+00:00,22.5726,88.3639,0,1,0,0,1,46.2,False,0.924,0,3,0,0,0,0,1,0.0,0.1235,low
cam_001,2026-03-26 01:00:00+00:00,22.5726,88.3639,8,7,1,0,16,34.2,False,0.843,1,3,0,0,0,0,1,0.0625,0.3071,medium
cam_001,2026-03-26 01:01:00+00:00,22.5726,88.3639,6,2,1,0,9,40.4,False,0.856,1,3,0,0,0,0,1,0.1111111111111111,0.2152,low
cam_001,2026-03-26 01:02:00+00:00,22.5726,88.3639,11,3,0,0,14,34.6,False,0.871,1,3,0,0,0,0,1,0.0,0.2951,low
cam_001,2026-03-26 01:03:00+00:00,22.5726,88.3639,3,4,0,0,7,40.0,False,0.758,1,3,0,0,0,0,1,0.0,0.2115,low
cam_001,2026-03-26 01:04:00+00:00,22.5726,88.3639,7,1,0,0,8,43.2,False,0.865,1,3,0,0,0,0,1,0.0,0.1822,low
cam_001,2026-03-26 01:05:00+00:00,22.5726,88.3639,3,4,0,0,7,45.1,False,0.879,1,3,0,0,0,0,1,0.0,0.1585,low
cam_001,2026-03-26 01:06:00+00:00,22.5726,88.3639,9,0,1,0,10,41.5,False,0.825,1,3,0,0,0,0,1,0.1,0.2077,low
cam_001,2026-03-26 01:07:00+00:00,22.5726,88.3639,4,3,0,0,7,44.4,False,0.86,1,3,0,0,0,0,1,0.0,0.1658,low
cam_001,2026-03-26 01:08:00+00:00,22.5726,88.3639,6,0,1,0,7,43.1,False,0.907,1,3,0,0,0,0,1,0.14285714285714285,0.1793,low
cam_001,2026-03-26 01:09:00+00:00,22.5726,88.3639,10,3,1,0,14,35.5,False,0.921,1,3,0,0,0,0,1,0.07142857142857142,0.2858,low
cam_001,2026-03-26 01:10:00+00:00,22.5726,88.3639,9,3,0,1,13,38.3,False,0.913,1,3,0,0,0,0,1,0.07692307692307693,0.2527,low
cam_001,2026-03-26 01:11:00+00:00,22.5726,88.3639,3,5,1,0,9,43.9,False,0.87,1,3,0,0,0,0,1,0.1111111111111111,0.1788,low
cam_001,2026-03-26 01:12:00+00:00,22.5726,88.3639,7,4,1,0,12,38.3,False,0.799,1,3,0,0,0,0,1,0.08333333333333333,0.2488,low
cam_001,2026-03-26 01:13:00+00:00,22.5726,88.3639,1,3,2,0,6,46.3,False,0.832,1,3,0,0,0,0,1,0.3333333333333333,0.1421,low
cam_001,2026-03-26 01:14:00+00:00,22.5726,88.3639,6,1,0,0,7,37.2,False,0.906,1,3,0,0,0,0,1,0.0,0.2406,low
cam_001,2026-03-26 01:15:00+00:00,22.5726,88.3639,3,2,0,0,5,45.6,False,0.81,1,3,0,0,0,0,1,0.0,0.1454,low
cam_001,2026-03-26 01:16:00+00:00,22.5726,88.3639,2,1,2,0,5,44.2,False,0.947,1,3,0,0,0,0,1,0.4,0.16,low
cam_001,2026-03-26 01:17:00+00:00,22.5726,88.3639,2,4,2,0,8,41.0,False,0.912,1,3,0,0,0,0,1,0.25,0.205,low
cam_001,2026-03-26 01:18:00+00:00,22.5726,88.3639,3,3,2,0,8,41.8,False,0.876,1,3,0,0,0,0,1,0.25,0.1967,low
cam_001,2026-03-26 01:19:00+00:00,22.5726,88.3639,3,3,0,0,6,39.2,False,0.808,1,3,0,0,0,0,1,0.0,0.2159,low
cam_001,2026-03-26 01:20:00+00:00,22.5726,88.3639,3,4,0,0,7,42.0,False,0.902,1,3,0,0,0,0,1,0.0,0.1907,low
cam_001,2026-03-26 01:21:00+00:00,22.5726,88.3639,5,1,1,0,7,43.1,False,0.843,1,3,0,0,0,0,1,0.14285714285714285,0.1793,low
cam_001,2026-03-26 01:22:00+00:00,22.5726,88.3639,5,3,1,0,9,43.8,False,0.833,1,3,0,0,0,0,1,0.1111111111111111,0.1798,low
cam_001,2026-03-26 01:23:00+00:00,22.5726,88.3639,3,4,0,0,7,41.4,False,0.897,1,3,0,0,0,0,1,0.0,0.1969,low
cam_001,2026-03-26 01:24:00+00:00,22.5726,88.3639,2,2,1,0,5,42.4,False,0.884,1,3,0,0,0,0,1,0.2,0.1787,low
cam_001,2026-03-26 01:25:00+00:00,22.5726,88.3639,6,6,0,0,12,37.4,False,0.834,1,3,0,0,0,0,1,0.0,0.2582,low
cam_001,2026-03-26 01:26:00+00:00,22.5726,88.3639,6,0,0,0,6,45.0,False,0.906,1,3,0,0,0,0,1,0.0,0.1556,low
cam_001,2026-03-26 01:27:00+00:00,22.5726,88.3639,1,3,0,0,4,45.5,False,0.804,1,3,0,0,0,0,1,0.0,0.1425,low
cam_001,2026-03-26 01:28:00+00:00,22.5726,88.3639,8,2,0,0,10,38.9,False,0.923,1,3,0,0,0,0,1,0.0,0.2347,low
cam_001,2026-03-26 01:29:00+00:00,22.5726,88.3639,8,2,0,0,10,41.0,False,0.829,1,3,0,0,0,0,1,0.0,0.2129,low
cam_001,2026-03-26 01:30:00+00:00,22.5726,88.3639,7,3,1,0,11,39.4,False,0.81,1,3,0,0,0,0,1,0.09090909090909091,0.2334,low
cam_001,2026-03-26 01:31:00+00:00,22.5726,88.3639,4,3,0,0,7,44.3,False,0.925,1,3,0,0,0,0,1,0.0,0.1668,low
cam_001,2026-03-26 01:32:00+00:00,22.5726,88.3639,7,4,0,0,11,37.8,False,0.87,1,3,0,0,0,0,1,0.0,0.2501,low
cam_001,2026-03-26 01:33:00+00:00,22.5726,88.3639,10,2,1,0,13,36.9,False,0.784,1,3,0,0,0,0,1,0.07692307692307693,0.2673,low
cam_001,2026-03-26 01:34:00+00:00,22.5726,88.3639,8,3,0,0,11,38.4,False,0.899,1,3,0,0,0,0,1,0.0,0.2438,low
cam_001,2026-03-26 01:35:00+00:00,22.5726,88.3639,11,5,0,0,16,32.3,False,0.928,1,3,0,0,0,0,1,0.0,0.3269,medium
cam_001,2026-03-26 01:36:00+00:00,22.5726,88.3639,6,3,0,1,10,40.6,False,0.83,1,3,0,0,0,0,1,0.1,0.217,low
cam_001,2026-03-26 01:37:00+00:00,22.5726,88.3639,4,1,1,0,6,43.7,False,0.867,1,3,0,0,0,0,1,0.16666666666666666,0.1691,low
cam_001,2026-03-26 01:38:00+00:00,22.5726,88.3639,7,1,0,0,8,41.6,False,0.922,1,3,0,0,0,0,1,0.0,0.1988,low
cam_001,2026-03-26 01:39:00+00:00,22.5726,88.3639,9,4,1,0,14,36.3,False,0.904,1,3,0,0,0,0,1,0.07142857142857142,0.2774,low
cam_001,2026-03-26 01:40:00+00:00,22.5726,88.3639,8,3,0,1,12,35.6,False,0.943,1,3,0,0,0,0,1,0.08333333333333333,0.2769,low
cam_001,2026-03-26 01:41:00+00:00,22.5726,88.3639,1,1,1,0,3,44.8,False,0.873,1,3,0,0,0,0,1,0.3333333333333333,0.1459,low
cam_001,2026-03-26 01:42:00+00:00,22.5726,88.3639,10,1,2,0,13,36.9,False,0.883,1,3,0,0,0,0,1,0.15384615384615385,0.2673,low
cam_001,2026-03-26 01:43:00+00:00,22.5726,88.3639,8,2,0,1,11,37.6,False,0.871,1,3,0,0,0,0,1,0.09090909090909091,0.2521,low
cam_001,2026-03-26 01:44:00+00:00,22.5726,88.3639,5,4,0,0,9,40.5,False,0.893,1,3,0,0,0,0,1,0.0,0.2142,low
cam_001,2026-03-26 01:45:00+00:00,22.5726,88.3639,8,5,0,0,13,38.4,False,0.764,1,3,0,0,0,0,1,0.0,0.2517,low
cam_001,2026-03-26 01:46:00+00:00,22.5726,88.3639,10,3,0,0,13,41.4,False,0.912,1,3,0,0,0,0,1,0.0,0.2205,low
cam_001,2026-03-26 01:47:00+00:00,22.5726,88.3639,9,5,0,0,14,37.1,False,0.915,1,3,0,0,0,0,1,0.0,0.2691,low
cam_001,2026-03-26 01:48:00+00:00,22.5726,88.3639,9,0,0,0,9,41.3,False,0.878,1,3,0,0,0,0,1,0.0,0.2058,low
cam_001,2026-03-26 01:49:00+00:00,22.5726,88.3639,7,0,0,0,7,42.3,False,0.893,1,3,0,0,0,0,1,0.0,0.1876,low
cam_001,2026-03-26 01:50:00+00:00,22.5726,88.3639,8,6,0,0,14,33.0,False,0.839,1,3,0,0,0,0,1,0.0,0.3117,medium
cam_001,2026-03-26 01:51:00+00:00,22.5726,88.3639,3,3,0,0,6,43.1,False,0.844,1,3,0,0,0,0,1,0.0,0.1753,low
cam_001,2026-03-26 01:52:00+00:00,22.5726,88.3639,4,6,0,0,10,40.1,False,0.835,1,3,0,0,0,0,1,0.0,0.2222,low
cam_001,2026-03-26 01:53:00+00:00,22.5726,88.3639,6,7,1,0,14,41.7,False,0.936,1,3,0,0,0,0,1,0.07142857142857142,0.2213,low
cam_001,2026-03-26 01:54:00+00:00,22.5726,88.3639,2,4,2,0,8,41.2,False,0.891,1,3,0,0,0,0,1,0.25,0.2029,low
cam_001,2026-03-26 01:55:00+00:00,22.5726,88.3639,6,7,1,0,14,37.4,False,0.857,1,3,0,0,0,0,1,0.07142857142857142,0.266,low
cam_001,2026-03-26 01:56:00+00:00,22.5726,88.3639,4,5,1,0,10,39.9,False,0.85,1,3,0,0,0,0,1,0.1,0.2243,low
cam_001,2026-03-26 01:57:00+00:00,22.5726,88.3639,13,6,0,0,19,30.5,False,0.839,1,3,0,0,0,0,1,0.0,0.3574,medium
cam_001,2026-03-26 01:58:00+00:00,22.5726,88.3639,2,0,1,0,3,47.9,False,0.818,1,3,0,0,0,0,1,0.3333333333333333,0.1137,low
cam_001,2026-03-26 01:59:00+00:00,22.5726,88.3639,3,5,0,0,8,43.1,False,0.755,1,3,0,0,0,0,1,0.0,0.1832,low
cam_001,2026-03-26 02:00:00+00:00,22.5726,88.3639,4,2,0,0,6,46.8,False,0.942,2,3,0,0,0,0,1,0.0,0.1369,low
cam_001,2026-03-26 02:01:00+00:00,22.5726,88.3639,3,5,0,0,8,41.8,False,0.832,2,3,0,0,0,0,1,0.0,0.1967,low
cam_001,2026-03-26 02:02:00+00:00,22.5726,88.3639,6,3,0,0,9,45.6,False,0.834,2,3,0,0,0,0,1,0.0,0.1611,low
cam_001,2026-03-26 02:03:00+00:00,22.5726,88.3639,6,5,2,0,13,36.8,False,0.898,2,3,0,0,0,0,1,0.15384615384615385,0.2683,low
cam_001,2026-03-26 02:04:00+00:00,22.5726,88.3639,7,1,0,0,8,44.8,False,0.896,2,3,0,0,0,0,1,0.0,0.1655,low
cam_001,2026-03-26 02:05:00+00:00,22.5726,88.3639,2,0,0,0,2,53.6,False,0.818,2,3,0,0,0,0,1,0.0,0.0505,low
cam_001,2026-03-26 02:06:00+00:00,22.5726,88.3639,7,5,0,1,13,37.6,False,0.858,2,3,0,0,0,0,1,0.07692307692307693,0.26,low
cam_001,2026-03-26 02:07:00+00:00,22.5726,88.3639,1,0,1,1,3,46.5,False,0.803,2,3,0,0,0,0,1,0.6666666666666666,0.1282,low
cam_001,2026-03-26 02:08:00+00:00,22.5726,88.3639,7,5,0,0,12,40.6,False,0.782,2,3,0,0,0,0,1,0.0,0.2249,low
cam_001,2026-03-26 02:09:00+00:00,22.5726,88.3639,3,4,2,0,9,41.8,False,0.927,2,3,0,0,0,0,1,0.2222222222222222,0.2006,low
cam_001,2026-03-26 02:10:00+00:00,22.5726,88.3639,5,4,1,0,10,38.9,False,0.95,2,3,0,0,0,0,1,0.1,0.2347,low
cam_001,2026-03-26 02:11:00+00:00,22.5726,88.3639,6,1,1,0,8,43.7,False,0.898,2,3,0,0,0,0,1,0.125,0.177,low
cam_001,2026-03-26 02:12:00+00:00,22.5726,88.3639,7,3,1,1,12,38.3,False,0.876,2,3,0,0,0,0,1,0.16666666666666666,0.2488,low
cam_001,2026-03-26 02:13:00+00:00,22.5726,88.3639,6,1,0,0,7,45.3,False,0.895,2,3,0,0,0,0,1,0.0,0.1564,low
cam_001,2026-03-26 02:14:00+00:00,22.5726,88.3639,5,3,0,0,8,41.8,False,0.943,2,3,0,0,0,0,1,0.0,0.1967,low
cam_001,2026-03-26 02:15:00+00:00,22.5726,88.3639,7,7,0,1,15,41.1,False,0.773,2,3,0,0,0,0,1,0.06666666666666667,0.2314,low
cam_001,2026-03-26 02:16:00+00:00,22.5726,88.3639,0,5,0,0,5,44.4,False,0.766,2,3,0,0,0,0,1,0.0,0.1579,low
cam_001,2026-03-26 02:17:00+00:00,22.5726,88.3639,7,2,0,0,9,42.2,False,0.771,2,3,0,0,0,0,1,0.0,0.1965,low
cam_001,2026-03-26 02:18:00+00:00,22.5726,88.3639,4,4,0,0,8,45.2,False,0.799,2,3,0,0,0,0,1,0.0,0.1614,low
cam_001,2026-03-26 02:19:00+00:00,22.5726,88.3639,4,4,0,0,8,41.1,False,0.845,2,3,0,0,0,0,1,0.0,0.204,low
cam_001,2026-03-26 02:20:00+00:00,22.5726,88.3639,3,1,0,0,4,47.3,False,0.761,2,3,0,0,0,0,1,0.0,0.1238,low
cam_001,2026-03-26 02:21:00+00:00,22.5726,88.3639,5,8,0,0,13,42.2,False,0.794,2,3,0,0,0,0,1,0.0,0.2122,low
cam_001,2026-03-26 02:22:00+00:00,22.5726,88.3639,3,6,1,0,10,38.8,False,0.865,2,3,0,0,0,0,1,0.1,0.2357,low
cam_001,2026-03-26 02:23:00+00:00,22.5726,88.3639,2,1,1,0,4,47.2,False,0.825,2,3,0,0,0,0,1,0.25,0.1249,low
cam_001,2026-03-26 02:24:00+00:00,22.5726,88.3639,10,4,0,0,14,39.3,False,0.775,2,3,0,0,0,0,1,0.0,0.2462,low
cam_001,2026-03-26 02:25:00+00:00,22.5726,88.3639,9,0,1,0,10,43.6,False,0.897,2,3,0,0,0,0,1,0.1,0.1858,low
cam_001,2026-03-26 02:26:00+00:00,22.5726,88.3639,6,0,1,0,7,41.9,False,0.835,2,3,0,0,0,0,1,0.14285714285714285,0.1917,low
cam_001,2026-03-26 02:27:00+00:00,22.5726,88.3639,10,2,0,0,12,37.8,False,0.896,2,3,0,0,0,0,1,0.0,0.254,low
cam_001,2026-03-26 02:28:00+00:00,22.5726,88.3639,7,5,1,1,14,39.8,False,0.9,2,3,0,0,0,0,1,0.14285714285714285,0.241,low
cam_001,2026-03-26 02:29:00+00:00,22.5726,88.3639,7,4,0,0,11,41.8,False,0.778,2,3,0,0,0,0,1,0.0,0.2085,low
cam_001,2026-03-26 02:30:00+00:00,22.5726,88.3639,3,3,2,0,8,44.1,False,0.796,2,3,0,0,0,0,1,0.25,0.1728,low
cam_001,2026-03-26 02:31:00+00:00,22.5726,88.3639,11,5,0,0,16,37.9,False,0.935,2,3,0,0,0,0,1,0.0,0.2686,low
cam_001,2026-03-26 02:32:00+00:00,22.5726,88.3639,10,4,1,0,15,36.6,False,0.751,2,3,0,0,0,0,1,0.06666666666666667,0.2782,low
cam_001,2026-03-26 02:33:00+00:00,22.5726,88.3639,2,0,0,0,2,48.9,False,0.916,2,3,0,0,0,0,1,0.0,0.0994,low
cam_001,2026-03-26 02:34:00+00:00,22.5726,88.3639,2,1,0,0,3,48.2,False,0.872,2,3,0,0,0,0,1,0.0,0.1106,low
cam_001,2026-03-26 02:35:00+00:00,22.5726,88.3639,3,4,1,0,8,42.2,False,0.792,2,3,0,0,0,0,1,0.125,0.1926,low
cam_001,2026-03-26 02:36:00+00:00,22.5726,88.3639,6,0,0,0,6,50.5,False,0.79,2,3,0,0,0,0,1,0.0,0.0984,low
cam_001,2026-03-26 02:37:00+00:00,22.5726,88.3639,7,4,0,0,11,42.1,False,0.944,2,3,0,0,0,0,1,0.0,0.2054,low
cam_001,2026-03-26 02:38:00+00:00,22.5726,88.3639,3,5,0,0,8,41.2,False,0.766,2,3,0,0,0,0,1,0.0,0.2029,low
cam_001,2026-03-26 02:39:00+00:00,22.5726,88.3639,13,7,1,0,21,34.5,False,0.919,2,3,0,0,0,0,1,0.047619047619047616,0.3236,medium
cam_001,2026-03-26 02:40:00+00:00,22.5726,88.3639,4,5,2,0,11,39.3,False,0.889,2,3,0,0,0,0,1,0.18181818181818182,0.2345,low
cam_001,2026-03-26 02:41:00+00:00,22.5726,88.3639,3,5,1,1,10,43.6,False,0.913,2,3,0,0,0,0,1,0.2,0.1858,low
cam_001,2026-03-26 02:42:00+00:00,22.5726,88.3639,5,0,3,0,8,45.9,False,0.91,2,3,0,0,0,0,1,0.375,0.1541,low
cam_001,2026-03-26 02:43:00+00:00,22.5726,88.3639,10,1,1,0,12,38.8,False,0.793,2,3,0,0,0,0,1,0.08333333333333333,0.2436,low
cam_001,2026-03-26 02:44:00+00:00,22.5726,88.3639,1,5,0,0,6,47.1,False,0.8,2,3,0,0,0,0,1,0.0,0.1338,low
cam_001,2026-03-26 02:45:00+00:00,22.5726,88.3639,1,2,3,0,6,46.0,False,0.791,2,3,0,0,0,0,1,0.5,0.1452,low
cam_001,2026-03-26 02:46:00+00:00,22.5726,88.3639,9,1,0,0,10,43.6,False,0.873,2,3,0,0,0,0,1,0.0,0.1858,low
cam_001,2026-03-26 02:47:00+00:00,22.5726,88.3639,9,7,1,0,17,40.2,False,0.892,2,3,0,0,0,0,1,0.058823529411764705,0.2486,low
cam_001,2026-03-26 02:48:00+00:00,22.5726,88.3639,2,2,0,1,5,45.5,False,0.755,2,3,0,0,0,0,1,0.2,0.1465,low
cam_001,2026-03-26 02:49:00+00:00,22.5726,88.3639,8,4,0,1,13,38.1,False,0.932,2,3,0,0,0,0,1,0.07692307692307693,0.2548,low
cam_001,2026-03-26 02:50:00+00:00,22.5726,88.3639,5,2,1,0,8,41.8,False,0.889,2,3,0,0,0,0,1,0.125,0.1967,low
cam_001,2026-03-26 02:51:00+00:00,22.5726,88.3639,4,0,0,0,4,45.2,False,0.86,2,3,0,0,0,0,1,0.0,0.1457,low
cam_001,2026-03-26 02:52:00+00:00,22.5726,88.3639,11,4,2,0,17,36.2,False,0.833,2,3,0,0,0,0,1,0.11764705882352941,0.2902,low
cam_001,2026-03-26 02:53:00+00:00,22.5726,88.3639,1,4,1,0,6,45.9,False,0.939,2,3,0,0,0,0,1,0.16666666666666666,0.1462,low
cam_001,2026-03-26 02:54:00+00:00,22.5726,88.3639,6,4,0,0,10,42.6,False,0.838,2,3,0,0,0,0,1,0.0,0.1962,low
